Code,Region,Name,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total attendances,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances < 4 hours,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances > 4 hours,Percentage in 4 hours or less (all),Percentage in 4 hours or less (type 1),Percentage in 4 hours or less (type 2),Percentage in 4 hours or less (type 3),Emergency Admissions via Type 1 A&E,Emergency Admissions via Type 2 A&E,Emergency Admissions via Type 3 and 4 A&E,Total Emergency Admissions via A&E,Other Emergency admissions (i.e not via A&E),Total Emergency Admissions,Number of patients spending >4 hours from decision to admit to admission,Number of patients spending >12 hours from decision to admit to admission
RFR,NHS England North East And Yorkshire ,The Rotherham NHS Foundation Trust,"9,550",0,0,"9,550","6,488",0,0,"6,488","3,062",0,0,"3,062",67.90%,67.90%,-,-,"1,779",0,0,"1,779",547,"2,326",604,2
AJN,NHS England North East And Yorkshire ,Workington Health Limited,0,0,436,436,0,0,436,436,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RCB,NHS England North East And Yorkshire ,York And Scarborough Teaching Hospitals NHS Foundation Trust,"11,343",347,"7,942","19,632","5,565",347,"7,575","13,487","5,778",0,367,"6,145",68.70%,49.10%,100.00%,95.40%,"5,187",0,0,"5,187","1,669","6,856","1,573",628
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,"6,441",0,0,"6,441","5,600",0,0,"5,600",841,0,0,841,86.90%,86.90%,-,-,870,0,0,870,300,"1,170",0,0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,"9,693",0,"10,815","20,508","5,044",0,"10,662","15,706","4,649",0,153,"4,802",76.60%,52.00%,-,98.60%,"2,886",0,0,"2,886","1,290","4,176","1,068",544
RMC,NHS England North West ,Bolton NHS Foundation Trust,"8,878",0,"3,901","12,779","4,376",0,"3,565","7,941","4,502",0,336,"4,838",62.10%,49.30%,-,91.40%,"2,788",0,81,"2,869","1,291","4,160",867,288
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,0,0,"3,121","3,121",0,0,"3,068","3,068",0,0,53,53,98.30%,-,-,98.30%,0,0,0,0,0,0,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,"5,823",0,"2,231","8,054","3,154",0,"2,051","5,205","2,669",0,180,"2,849",64.60%,54.20%,-,91.90%,"2,003",0,0,"2,003","1,384","3,387","1,095",530
RJN,NHS England North West ,East Cheshire NHS Trust,"4,724",0,57,"4,781","2,265",0,57,"2,322","2,459",0,0,"2,459",48.60%,47.90%,-,100.00%,833,0,0,833,214,"1,047",554,256
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,"14,603",0,"11,378","25,981","9,611",0,"10,760","20,371","4,992",0,618,"5,610",78.40%,65.80%,-,94.60%,"4,391",0,97,"4,488","1,943","6,431","1,651","1,380"
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,"13,176",0,"3,538","16,714","8,491",0,"3,402","11,893","4,685",0,136,"4,821",71.20%,64.40%,-,96.20%,"3,155",0,133,"3,288","1,442","4,730","1,486",463
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,172,172,0,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,"17,598","1,851","8,706","28,155","8,388","1,838","8,273","18,499","9,210",13,433,"9,656",65.70%,47.70%,99.30%,95.00%,"4,996",0,0,"4,996","2,394","7,390","2,401",962
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,0,"1,601",0,"1,601",0,"1,334",0,"1,334",0,267,0,267,83.30%,-,83.30%,-,0,96,0,96,11,107,0,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,"31,375","3,686","12,097","47,158","18,598","3,489","11,736","33,823","12,777",197,361,"13,335",71.70%,59.30%,94.70%,97.00%,"6,103",144,99,"6,346",503,"6,849","3,704",85
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,"18,787",0,"7,376","26,163","11,768",0,"7,310","19,078","7,019",0,66,"7,085",72.90%,62.60%,-,99.10%,"8,078",0,0,"8,078",712,"8,790","1,023",508
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,0,0,"14,676","14,676",0,0,"14,187","14,187",0,0,489,489,96.70%,-,-,96.70%,0,0,0,0,37,37,0,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,"7,318",0,"3,075","10,393","3,270",0,"3,071","6,341","4,048",0,4,"4,052",61.00%,44.70%,-,99.90%,"2,108",0,0,"2,108",814,"2,922",981,510
Y02532,NHS England North West ,Miriam Minor Emergency,0,0,"1,766","1,766",0,0,"1,766","1,766",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,"27,521",0,"9,475","36,996","16,458",0,"9,204","25,662","11,063",0,271,"11,334",69.40%,59.80%,-,97.10%,"8,176",0,446,"8,622","2,359","10,981","2,367","1,237"
NV693,NHS England North West ,Rossendale Miu & Ooh,0,0,"1,009","1,009",0,0,"1,009","1,009",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,0,0,"1,718","1,718",0,0,"1,694","1,694",0,0,24,24,98.60%,-,-,98.60%,0,0,0,0,0,0,0,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,"8,607",0,"2,669","11,276","4,963",0,"2,608","7,571","3,644",0,61,"3,705",67.10%,57.70%,-,97.70%,"2,732",0,58,"2,790",917,"3,707","1,249",447
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,"9,352",0,"2,657","12,009","4,809",0,"2,511","7,320","4,543",0,146,"4,689",61.00%,51.40%,-,94.50%,"1,844",0,0,"1,844",256,"2,100","1,092",590
RBV,NHS England North West ,The Christie NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,859,859,0,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,177,177,0,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,"9,577",0,"4,566","14,143","5,832",0,"4,449","10,281","3,745",0,117,"3,862",72.70%,60.90%,-,97.40%,"3,335",0,21,"3,356",936,"4,292","1,418",700
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,"7,476",0,"3,192","10,668","3,614",0,"3,102","6,716","3,862",0,90,"3,952",63.00%,48.30%,-,97.20%,"1,942",0,0,"1,942",181,"2,123","1,567",988
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,0,0,"4,249","4,249",0,0,"3,867","3,867",0,0,382,382,91.00%,-,-,91.00%,0,0,0,0,0,0,0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,"8,314",0,"2,972","11,286","3,644",0,"2,843","6,487","4,670",0,129,"4,799",57.50%,43.80%,-,95.70%,"2,194",0,0,"2,194","1,895","4,089","1,468",822
RRF,NHS England North West ,"Wrightington, Wigan And Leigh NHS Foundation Trust","8,009",0,"5,045","13,054","4,478",0,"4,991","9,469","3,531",0,54,"3,585",72.50%,55.90%,-,98.90%,"2,424",0,0,"2,424",636,"3,060","1,081",434
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,"7,513",0,"2,868","10,381","3,728",0,"2,852","6,580","3,785",0,16,"3,801",63.40%,49.60%,-,99.40%,"3,046",0,0,"3,046",628,"3,674",957,361
NTV0B,NHS England South East ,Ashford Walk-In-Centre,0,0,"2,427","2,427",0,0,"2,399","2,399",0,0,28,28,98.80%,-,-,98.80%,0,0,0,0,0,0,0,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,0,0,"1,447","1,447",0,0,"1,435","1,435",0,0,12,12,99.20%,-,-,99.20%,0,0,36,36,0,36,0,0
Y02676,NHS England South East ,Brighton Station Health Centre,0,0,"2,161","2,161",0,0,"2,161","2,161",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,"9,939","1,201","3,127","14,267","6,246","1,201","3,031","10,478","3,693",0,96,"3,789",73.40%,62.80%,100.00%,96.90%,"3,797",864,0,"4,661","1,074","5,735",526,336
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,"11,792",0,"3,883","15,675","8,726",0,"3,874","12,600","3,066",0,9,"3,075",80.40%,74.00%,-,99.80%,"3,671",0,0,"3,671",345,"4,016",825,112
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,"13,171",0,"13,017","26,188","6,799",0,"12,660","19,459","6,372",0,357,"6,729",74.30%,51.60%,-,97.30%,"2,840",0,596,"3,436",467,"3,903","1,644","1,238"
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,"11,355",0,"3,965","15,320","7,567",0,"3,937","11,504","3,788",0,28,"3,816",75.10%,66.60%,-,99.30%,"2,668",0,0,"2,668",562,"3,230",392,117
AQM01,NHS England South East ,Faversham Medical Practice Miu,0,0,"2,943","2,943",0,0,"2,943","2,943",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NDJ,NHS England South East ,First Community Health And Care Cic,0,0,"2,218","2,218",0,0,"2,210","2,210",0,0,8,8,99.60%,-,-,99.60%,0,0,0,0,0,0,0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,"23,647","1,062","12,660","37,369","13,986","1,062","12,438","27,486","9,661",0,222,"9,883",73.60%,59.10%,100.00%,98.20%,"7,123",0,0,"7,123",164,"7,287","1,879",492
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0,0,"2,826","2,826",0,0,"2,799","2,799",0,0,27,27,99.00%,-,-,99.00%,0,0,3,3,121,124,0,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,"11,240",52,"3,683","14,975","6,082",52,"3,534","9,668","5,158",0,149,"5,307",64.60%,54.10%,100.00%,96.00%,"3,404",5,81,"3,490","1,163","4,653",221,29
NVE43,NHS England South East ,Hastings GP Led Health Centre,0,0,"1,012","1,012",0,0,"1,012","1,012",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
DJV01,NHS England South East ,Herne Bay Health Care Ltd,0,0,"2,567","2,567",0,0,"2,567","2,567",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,"4,303",338,"1,646","6,287","2,641",338,"1,554","4,533","1,662",0,92,"1,754",72.10%,61.40%,100.00%,94.40%,"1,306",0,0,"1,306",335,"1,641",420,164
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,0,0,"6,140","6,140",0,0,"6,127","6,127",0,0,13,13,99.80%,-,-,99.80%,0,0,0,0,0,0,0,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,"21,857",0,"1,966","23,823","17,083",0,"1,937","19,020","4,774",0,29,"4,803",79.80%,78.20%,-,98.50%,"2,543",0,0,"2,543",594,"3,137","1,363",317
RPA,NHS England South East ,Medway NHS Foundation Trust,"10,340",0,"7,111","17,451","6,825",0,"6,205","13,030","3,515",0,906,"4,421",74.70%,66.00%,-,87.30%,"1,813",0,0,"1,813",548,"2,361","1,095",728
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,0,0,"4,218","4,218",0,0,"3,983","3,983",0,0,235,235,94.40%,-,-,94.40%,0,0,0,0,0,0,0,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,"14,758","1,851","3,491","20,100","10,596","1,851","3,347","15,794","4,162",0,144,"4,306",78.60%,71.80%,100.00%,95.90%,"5,713",107,21,"5,841","4,465","10,306",450,0
AQN04,NHS England South East ,Phl Lymington Utc,0,0,"2,876","2,876",0,0,"2,864","2,864",0,0,12,12,99.60%,-,-,99.60%,0,0,0,0,0,0,0,0
RHU,NHS England South East ,Portsmouth Hospitals University NHS Trust,"13,028","1,092","3,853","17,973","8,001","1,070","3,823","12,894","5,027",22,30,"5,079",71.70%,61.40%,98.00%,99.20%,"3,182",0,0,"3,182","2,710","5,892","2,016","1,232"
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,0,0,"5,502","5,502",0,0,"5,389","5,389",0,0,113,113,97.90%,-,-,97.90%,0,0,0,0,0,0,0,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,"5,451","5,451",0,0,"4,934","4,934",0,0,517,517,90.50%,-,-,90.50%,0,0,0,0,0,0,0,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,0,0,"1,395","1,395",0,0,"1,376","1,376",0,0,19,19,98.60%,-,-,98.60%,0,0,1,1,564,565,0,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,"12,979","2,685","2,670","18,334","8,423","2,585","2,670","13,678","4,556",100,0,"4,656",74.60%,64.90%,96.30%,100.00%,"2,656",0,0,"2,656",371,"3,027",704,13
RA2,NHS England South East ,Royal Surrey NHS Foundation Trust,"7,762",0,"1,893","9,655","4,988",0,"1,893","6,881","2,774",0,0,"2,774",71.30%,64.30%,-,100.00%,"2,281",0,0,"2,281","1,202","3,483",520,12
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,"10,542",0,0,"10,542","6,281",0,0,"6,281","4,261",0,0,"4,261",59.60%,59.60%,-,-,"3,067",0,0,"3,067",974,"4,041","1,344",757
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,0,0,"11,779","11,779",0,0,"11,606","11,606",0,0,173,173,98.50%,-,-,98.50%,0,0,0,0,0,0,0,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,"12,336","1,324",0,"13,660","6,735","1,246",0,"7,981","5,601",78,0,"5,679",58.40%,54.60%,94.10%,-,"4,328",13,0,"4,341","1,727","6,068",596,13
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,"29,341","1,575","2,368","33,284","18,193","1,485","2,212","21,890","11,148",90,156,"11,394",65.80%,62.00%,94.30%,93.40%,"9,073",35,53,"9,161","1,942","11,103","1,811",961
ACH01,NHS England South East ,Whitstable Medical Practice,0,0,"4,944","4,944",0,0,"4,944","4,944",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NTV0W,NHS England South East ,Woking Walk In Centre,0,0,"2,622","2,622",0,0,"2,558","2,558",0,0,64,64,97.60%,-,-,97.60%,0,0,0,0,0,0,0,0
NQT1I,NHS England South West ,Chippenham Community Hospital,0,0,"1,645","1,645",0,0,"1,633","1,633",0,0,12,12,99.30%,-,-,99.30%,0,0,0,0,0,0,0,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,11,11,80,91,0,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,"5,295",0,"4,029","9,324","3,623",0,"4,022","7,645","1,672",0,7,"1,679",82.00%,68.40%,-,99.80%,"2,124",0,0,"2,124",500,"2,624",272,80
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,1,1,1,2,0,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,0,0,"8,164","8,164",0,0,"8,051","8,051",0,0,113,113,98.60%,-,-,98.60%,0,0,0,0,32,32,0,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,"14,320",0,0,"14,320","9,011",0,0,"9,011","5,309",0,0,"5,309",62.90%,62.90%,-,-,"3,088",0,0,"3,088","2,941","6,029",799,348
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,"6,185",0,"5,911","12,096","3,033",0,"5,425","8,458","3,152",0,486,"3,638",69.90%,49.00%,-,91.80%,"2,766",0,0,"2,766","1,187","3,953","1,028",326
RVJ,NHS England South West ,North Bristol NHS Trust,"9,856",0,0,"9,856","6,057",0,0,"6,057","3,799",0,0,"3,799",61.50%,61.50%,-,-,"2,645",0,0,"2,645","2,493","5,138","1,032",401
L83087,NHS England South West ,Okehampton Medical Centre,0,0,88,88,0,0,88,88,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,0,0,"1,130","1,130",0,0,"1,125","1,125",0,0,5,5,99.60%,-,-,99.60%,0,0,0,0,0,0,0,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,"6,727",0,"11,554","18,281","3,640",0,"11,028","14,668","3,087",0,526,"3,613",80.20%,54.10%,-,95.40%,"2,406",0,47,"2,453","1,426","3,879","1,057",626
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,"14,516",0,"4,311","18,827","8,195",0,"4,305","12,500","6,321",0,6,"6,327",66.40%,56.50%,-,99.90%,"3,714",0,0,"3,714","1,986","5,700","1,153",207
RD1,NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,"9,562",0,0,"9,562","5,333",0,0,"5,333","4,229",0,0,"4,229",55.80%,55.80%,-,-,"2,834",0,5,"2,839","2,363","5,202","1,094",112
RNZ,NHS England South West ,Salisbury NHS Foundation Trust,"4,892",326,"1,568","6,786","2,733",326,"1,568","4,627","2,159",0,0,"2,159",68.20%,55.90%,100.00%,100.00%,"1,328",0,0,"1,328","1,109","2,437",544,80
NLX,NHS England South West ,Sirona Care & Health,0,0,"8,713","8,713",0,0,"8,350","8,350",0,0,363,363,95.80%,-,-,95.80%,0,0,0,0,0,0,0,0
RH5,NHS England South West ,Somerset NHS Foundation Trust,"12,856",0,"8,360","21,216","6,832",0,"8,221","15,053","6,024",0,139,"6,163",71.00%,53.10%,-,98.30%,"3,143",0,0,"3,143","1,199","4,342",817,207
RYF,NHS England South West ,South Western Ambulance Service NHS Foundation Trust,0,0,"1,927","1,927",0,0,"1,885","1,885",0,0,42,42,97.80%,-,-,97.80%,0,0,0,0,0,0,0,0
AAH,NHS England South West ,Tetbury Hospital Trust Ltd,0,0,609,609,0,0,609,609,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RA9,NHS England South West ,Torbay And South Devon NHS Foundation Trust,"7,261",0,"3,420","10,681","3,867",0,"3,397","7,264","3,394",0,23,"3,417",68.00%,53.30%,-,99.30%,"2,442",0,0,"2,442","1,243","3,685",220,35
G3P9C,NHS England South West ,Trowbridge Minor Injuries Unit,0,0,889,889,0,0,888,888,0,0,1,1,99.90%,-,-,99.90%,0,0,0,0,0,0,0,0
RA7,NHS England South West ,University Hospitals Bristol And Weston NHS Foundation Trust,"16,671","2,567",0,"19,238","10,356","2,459",0,"12,815","6,315",108,0,"6,423",66.60%,62.10%,95.80%,-,"5,251",10,0,"5,261","1,526","6,787","1,749",562
R0D,NHS England South West ,University Hospitals Dorset NHS Foundation Trust,"14,481",0,"4,810","19,291","8,455",0,"4,810","13,265","6,026",0,0,"6,026",68.80%,58.40%,-,100.00%,"4,219",6,0,"4,225","2,699","6,924","1,605",434
RK9,NHS England South West ,University Hospitals Plymouth NHS Trust,"8,855",118,"7,625","16,598","3,597",115,"7,563","11,275","5,258",3,62,"5,323",67.90%,40.60%,97.50%,99.20%,"3,013",0,0,"3,013","1,922","4,935","1,175",528
