Code,Region,Name,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total attendances,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances < 4 hours,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances > 4 hours,Percentage in 4 hours or less (all),Percentage in 4 hours or less (type 1),Percentage in 4 hours or less (type 2),Percentage in 4 hours or less (type 3),Emergency Admissions via Type 1 A&E,Emergency Admissions via Type 2 A&E,Emergency Admissions via Type 3 and 4 A&E,Total Emergency Admissions via A&E,Other Emergency admissions (i.e not via A&E),Total Emergency Admissions,Number of patients spending >4 hours from decision to admit to admission,Number of patients spending >12 hours from decision to admit to admission
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,"6,141",0,0,"6,141","5,308",0,0,"5,308",833,0,0,833,86.40%,86.40%,-,-,"1,002",0,0,"1,002",299,"1,301",0,0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,"9,566",0,"10,734","20,300","5,223",0,"10,664","15,887","4,343",0,70,"4,413",78.30%,54.60%,-,99.30%,"2,825",0,0,"2,825","1,772","4,597","1,044",367
RMC,NHS England North West ,Bolton NHS Foundation Trust,"8,206",0,"4,238","12,444","4,694",0,"4,048","8,742","3,512",0,190,"3,702",70.30%,57.20%,-,95.50%,"2,521",0,151,"2,672",921,"3,593",715,196
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,0,0,"3,196","3,196",0,0,"3,145","3,145",0,0,51,51,98.40%,-,-,98.40%,0,0,0,0,0,0,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,"5,321",0,"2,456","7,777","2,484",0,"2,173","4,657","2,837",0,283,"3,120",59.90%,46.70%,-,88.50%,"1,743",0,0,"1,743","1,216","2,959",995,751
RJN,NHS England North West ,East Cheshire NHS Trust,"4,609",0,17,"4,626","2,618",0,17,"2,635","1,991",0,0,"1,991",57.00%,56.80%,-,100.00%,932,0,0,932,191,"1,123",299,148
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,"13,655",0,"11,300","24,955","9,021",0,"10,860","19,881","4,634",0,440,"5,074",79.70%,66.10%,-,96.10%,"3,950",0,78,"4,028","1,544","5,572","1,651","1,119"
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,"12,351",0,"3,685","16,036","7,829",0,"3,562","11,391","4,522",0,123,"4,645",71.00%,63.40%,-,96.70%,"3,015",0,112,"3,127","1,460","4,587","1,484",476
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,172,172,0,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,"16,781","1,903","8,289","26,973","8,877","1,885","8,132","18,894","7,904",18,157,"8,079",70.00%,52.90%,99.10%,98.10%,"4,853",0,0,"4,853","2,207","7,060","2,770",852
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,0,"1,446",0,"1,446",0,"1,251",0,"1,251",0,195,0,195,86.50%,-,86.50%,-,0,103,0,103,17,120,0,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,"29,212","3,631","13,312","46,155","16,993","3,410","12,557","32,960","12,219",221,755,"13,195",71.40%,58.20%,93.90%,94.30%,"5,790",129,153,"6,072",450,"6,522","2,999",106
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,"17,992",0,"7,465","25,457","11,646",0,"7,294","18,940","6,346",0,171,"6,517",74.40%,64.70%,-,97.70%,"7,747",0,0,"7,747",706,"8,453",913,366
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,0,0,"13,831","13,831",0,0,"13,699","13,699",0,0,132,132,99.00%,-,-,99.00%,0,0,0,0,40,40,0,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,"7,250",0,"3,384","10,634","2,788",0,"3,330","6,118","4,462",0,54,"4,516",57.50%,38.50%,-,98.40%,"2,110",0,0,"2,110","1,192","3,302","1,255",645
Y02532,NHS England North West ,Miriam Minor Emergency,0,0,"1,612","1,612",0,0,"1,610","1,610",0,0,2,2,99.90%,-,-,99.90%,0,0,0,0,0,0,0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,"26,590",0,"8,696","35,286","15,849",0,"8,193","24,042","10,741",0,503,"11,244",68.10%,59.60%,-,94.20%,"7,169",0,368,"7,537","2,221","9,758","2,269","1,113"
NV693,NHS England North West ,Rossendale Miu & Ooh,0,0,"1,247","1,247",0,0,"1,247","1,247",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,0,0,"1,743","1,743",0,0,"1,735","1,735",0,0,8,8,99.50%,-,-,99.50%,0,0,0,0,0,0,0,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,"8,589",0,"2,321","10,910","4,901",0,"2,237","7,138","3,688",0,84,"3,772",65.40%,57.10%,-,96.40%,"2,693",0,55,"2,748",845,"3,593","1,150",316
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,"9,440",0,"2,731","12,171","4,777",0,"2,718","7,495","4,663",0,13,"4,676",61.60%,50.60%,-,99.50%,"1,592",0,0,"1,592",275,"1,867","1,061",650
RBV,NHS England North West ,The Christie NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,836,836,0,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,188,188,0,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,"9,746",0,"4,716","14,462","6,334",0,"4,568","10,902","3,412",0,148,"3,560",75.40%,65.00%,-,96.90%,"3,194",0,19,"3,213",967,"4,180",902,280
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,"7,496",0,"3,365","10,861","3,698",0,"3,319","7,017","3,798",0,46,"3,844",64.60%,49.30%,-,98.60%,"1,802",0,0,"1,802",128,"1,930","1,564",760
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,0,0,"4,576","4,576",0,0,"4,269","4,269",0,0,307,307,93.30%,-,-,93.30%,0,0,0,0,0,0,0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,"7,728",0,"3,255","10,983","3,753",0,"3,161","6,914","3,975",0,94,"4,069",63.00%,48.60%,-,97.10%,"2,068",0,0,"2,068","1,673","3,741","1,278",827
RRF,NHS England North West ,"Wrightington, Wigan And Leigh NHS Foundation Trust","7,397",0,"5,398","12,795","3,901",0,"5,339","9,240","3,496",0,59,"3,555",72.20%,52.70%,-,98.90%,"2,293",0,0,"2,293",616,"2,909","1,560",367
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,"7,315",0,"3,197","10,512","3,753",0,"3,164","6,917","3,562",0,33,"3,595",65.80%,51.30%,-,99.00%,"3,022",0,0,"3,022",662,"3,684",781,145
NTV0B,NHS England South East ,Ashford Walk-In-Centre,0,0,"2,433","2,433",0,0,"2,337","2,337",0,0,96,96,96.10%,-,-,96.10%,0,0,0,0,0,0,0,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,0,0,"1,662","1,662",0,0,"1,654","1,654",0,0,8,8,99.50%,-,-,99.50%,0,0,40,40,0,40,0,0
Y02676,NHS England South East ,Brighton Station Health Centre,0,0,"1,986","1,986",0,0,"1,986","1,986",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,"10,764","1,269","3,107","15,140","7,461","1,269","3,012","11,742","3,303",0,95,"3,398",77.60%,69.30%,100.00%,96.90%,"4,052",929,0,"4,981","2,189","7,170",527,252
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,"11,360",0,"4,308","15,668","6,907",0,"4,283","11,190","4,453",0,25,"4,478",71.40%,60.80%,-,99.40%,"3,129",0,0,"3,129",427,"3,556","1,033",579
Y00751,NHS England South East ,East Berks Primary Care Ooh(Wam),0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,"12,541",0,"13,343","25,884","6,846",0,"12,985","19,831","5,695",0,358,"6,053",76.60%,54.60%,-,97.30%,"2,957",0,594,"3,551",517,"4,068","1,662","1,210"
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,"10,693",0,"4,001","14,694","7,674",0,"3,971","11,645","3,019",0,30,"3,049",79.30%,71.80%,-,99.30%,"3,122",0,0,"3,122",539,"3,661",204,20
AQM01,NHS England South East ,Faversham Medical Practice Miu,0,0,"2,828","2,828",0,0,"2,828","2,828",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NDJ,NHS England South East ,First Community Health And Care Cic,0,0,"2,565","2,565",0,0,"2,565","2,565",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,"23,038",836,"12,588","36,462","13,527",836,"12,135","26,498","9,511",0,453,"9,964",72.70%,58.70%,100.00%,96.40%,"6,204",0,0,"6,204",153,"6,357","2,166",323
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0,0,"3,058","3,058",0,0,"2,902","2,902",0,0,156,156,94.90%,-,-,94.90%,0,0,1,1,141,142,0,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,"11,189",65,"3,542","14,796","6,244",65,"3,404","9,713","4,945",0,138,"5,083",65.60%,55.80%,100.00%,96.10%,"4,005",9,40,"4,054","1,481","5,535",294,40
R1F,NHS England South East ,Isle Of Wight NHS Trust,"4,407",290,"1,670","6,367","2,690",290,"1,670","4,650","1,717",0,0,"1,717",73.00%,61.00%,100.00%,100.00%,"1,379",0,0,"1,379",71,"1,450",364,96
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,0,0,"9,707","9,707",0,0,"9,681","9,681",0,0,26,26,99.70%,-,-,99.70%,0,0,0,0,0,0,0,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,"19,656",0,"2,570","22,226","15,603",0,"2,544","18,147","4,053",0,26,"4,079",81.60%,79.40%,-,99.00%,"5,136",0,0,"5,136","1,002","6,138","1,121",111
RPA,NHS England South East ,Medway NHS Foundation Trust,"9,955",0,"7,676","17,631","6,723",0,"7,269","13,992","3,232",0,407,"3,639",79.40%,67.50%,-,94.70%,"1,844",0,0,"1,844",477,"2,321",931,533
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,0,0,"4,266","4,266",0,0,"4,032","4,032",0,0,234,234,94.50%,-,-,94.50%,0,0,0,0,0,0,0,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,"14,571","1,906","3,907","20,384","9,656","1,906","3,894","15,456","4,915",0,13,"4,928",75.80%,66.30%,100.00%,99.70%,"4,672",115,19,"4,806","4,270","9,076",714,0
AQN04,NHS England South East ,Phl Lymington Utc,0,0,"3,574","3,574",0,0,"3,550","3,550",0,0,24,24,99.30%,-,-,99.30%,0,0,0,0,0,0,0,0
RHU,NHS England South East ,Portsmouth Hospitals University NHS Trust,"12,476",859,"4,024","17,359","7,833",850,"3,977","12,660","4,643",9,47,"4,699",72.90%,62.80%,99.00%,98.80%,"3,046",0,0,"3,046","2,567","5,613","1,405",373
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,0,0,"5,679","5,679",0,0,"5,490","5,490",0,0,189,189,96.70%,-,-,96.70%,0,0,0,0,0,0,0,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,"5,818","5,818",0,0,"5,571","5,571",0,0,247,247,95.80%,-,-,95.80%,0,0,0,0,0,0,0,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,0,0,"1,544","1,544",0,0,"1,511","1,511",0,0,33,33,97.90%,-,-,97.90%,0,0,11,11,591,602,0,0
Y07709,NHS England South East ,Reading Urgent Care Centre,0,0,"1,916","1,916",0,0,"1,916","1,916",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,"13,147","2,458","1,713","17,318","8,206","2,404","1,713","12,323","4,941",54,0,"4,995",71.20%,62.40%,97.80%,100.00%,"2,196",0,0,"2,196",358,"2,554",615,31
RA2,NHS England South East ,Royal Surrey County Hospital NHS Foundation Trust,"7,535",0,"1,874","9,409","5,164",0,"1,874","7,038","2,371",0,0,"2,371",74.80%,68.50%,-,100.00%,"2,498",0,0,"2,498","1,017","3,515",384,12
NQT51,NHS England South East ,Station Plaza Health Centre,0,0,"1,075","1,075",0,0,"1,075","1,075",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,"10,479",0,0,"10,479","6,560",0,0,"6,560","3,919",0,0,"3,919",62.60%,62.60%,-,-,"3,039",0,0,"3,039",946,"3,985","1,123",661
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,0,0,"12,214","12,214",0,0,"12,049","12,049",0,0,165,165,98.60%,-,-,98.60%,0,0,0,0,0,0,0,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,"12,360","1,355",0,"13,715","6,950","1,177",0,"8,127","5,410",178,0,"5,588",59.30%,56.20%,86.90%,-,"3,878",15,0,"3,893","1,523","5,416",487,15
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,"28,863","1,541","2,815","33,219","18,772","1,519","2,596","22,887","10,091",22,219,"10,332",68.90%,65.00%,98.60%,92.20%,"9,033",38,99,"9,170","1,559","10,729","1,308",588
ACH01,NHS England South East ,Whitstable Medical Practice,0,0,"5,069","5,069",0,0,"5,069","5,069",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NTV0W,NHS England South East ,Woking Walk In Centre,0,0,"2,665","2,665",0,0,"2,588","2,588",0,0,77,77,97.10%,-,-,97.10%,0,0,0,0,0,0,0,0
NQT1I,NHS England South West ,Chippenham Community Hospital,0,0,"1,761","1,761",0,0,"1,741","1,741",0,0,20,20,98.90%,-,-,98.90%,0,0,0,0,0,0,0,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,11,11,81,92,0,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,"4,933",0,"4,627","9,560","3,377",0,"4,624","8,001","1,556",0,3,"1,559",83.70%,68.50%,-,99.90%,"1,951",0,0,"1,951",482,"2,433",254,23
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,1,1,3,4,0,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,0,0,"8,995","8,995",0,0,"8,875","8,875",0,0,120,120,98.70%,-,-,98.70%,0,0,0,0,21,21,0,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,"14,097",0,0,"14,097","8,841",0,0,"8,841","5,256",0,0,"5,256",62.70%,62.70%,-,-,"2,937",0,0,"2,937","2,659","5,596",846,395
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,"5,509",0,"5,600","11,109","2,641",0,"5,166","7,807","2,868",0,434,"3,302",70.30%,47.90%,-,92.30%,"2,506",0,0,"2,506","1,266","3,772",888,355
RVJ,NHS England South West ,North Bristol NHS Trust,"9,488",0,0,"9,488","6,021",0,0,"6,021","3,467",0,0,"3,467",63.50%,63.50%,-,-,"2,654",0,0,"2,654","2,200","4,854",969,366
L83087,NHS England South West ,Okehampton Medical Centre,0,0,87,87,0,0,87,87,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,0,0,"1,209","1,209",0,0,"1,204","1,204",0,0,5,5,99.60%,-,-,99.60%,0,0,0,0,0,0,0,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,"7,244",0,"13,592","20,836","3,555",0,"12,764","16,319","3,689",0,828,"4,517",78.30%,49.10%,-,93.90%,"2,719",0,55,"2,774","1,068","3,842","1,099",487
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,"14,540",0,"4,632","19,172","8,798",0,"4,611","13,409","5,742",0,21,"5,763",69.90%,60.50%,-,99.50%,"3,702",0,0,"3,702","1,756","5,458","1,031",170
RD1,NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,"9,233",0,0,"9,233","5,397",0,0,"5,397","3,836",0,0,"3,836",58.50%,58.50%,-,-,"2,696",0,18,"2,714","1,879","4,593",886,83
RNZ,NHS England South West ,Salisbury NHS Foundation Trust,"5,129",338,"1,925","7,392","2,936",338,"1,925","5,199","2,193",0,0,"2,193",70.30%,57.20%,100.00%,100.00%,"1,356",0,0,"1,356",970,"2,326",483,53
NLX,NHS England South West ,Sirona Care & Health,0,0,"9,841","9,841",0,0,"9,281","9,281",0,0,560,560,94.30%,-,-,94.30%,0,0,0,0,0,0,0,0
RH5,NHS England South West ,Somerset NHS Foundation Trust,"13,063",0,"9,703","22,766","7,158",0,"9,457","16,615","5,905",0,246,"6,151",73.00%,54.80%,-,97.50%,"3,173",0,0,"3,173","1,522","4,695",657,139
RYF,NHS England South West ,South Western Ambulance Service NHS Foundation Trust,0,0,"2,047","2,047",0,0,"1,998","1,998",0,0,49,49,97.60%,-,-,97.60%,0,0,0,0,0,0,0,0
AAH,NHS England South West ,Tetbury Hospital Trust Ltd,0,0,524,524,0,0,524,524,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RA9,NHS England South West ,Torbay And South Devon NHS Foundation Trust,"7,278",0,"3,955","11,233","3,935",0,"3,938","7,873","3,343",0,17,"3,360",70.10%,54.10%,-,99.60%,"2,274",0,0,"2,274","1,204","3,478",384,65
G3P9C,NHS England South West ,Trowbridge Minor Injuries Unit,0,0,980,980,0,0,979,979,0,0,1,1,99.90%,-,-,99.90%,0,0,0,0,0,0,0,0
RA7,NHS England South West ,University Hospitals Bristol And Weston NHS Foundation Trust,"15,844","2,526",0,"18,370","10,221","2,303",0,"12,524","5,623",223,0,"5,846",68.20%,64.50%,91.20%,-,"5,203",8,0,"5,211","1,430","6,641","1,321",252
R0D,NHS England South West ,University Hospitals Dorset NHS Foundation Trust,"14,445",0,"5,561","20,006","8,600",0,"5,561","14,161","5,845",0,0,"5,845",70.80%,59.50%,-,100.00%,"4,319",3,0,"4,322","2,459","6,781",879,127
RK9,NHS England South West ,University Hospitals Plymouth NHS Trust,"9,650",148,"6,077","15,875","5,014",148,"5,944","11,106","4,636",0,133,"4,769",70.00%,52.00%,100.00%,97.80%,"2,899",0,0,"2,899","1,635","4,534","1,160",526
