Code,Region,Name,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total attendances,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances < 4 hours,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances > 4 hours,Percentage in 4 hours or less (all),Percentage in 4 hours or less (type 1),Percentage in 4 hours or less (type 2),Percentage in 4 hours or less (type 3),Emergency Admissions via Type 1 A&E,Emergency Admissions via Type 2 A&E,Emergency Admissions via Type 3 and 4 A&E,Total Emergency Admissions via A&E,Other Emergency admissions (i.e not via A&E),Total Emergency Admissions,Number of patients spending >4 hours from decision to admit to admission,Number of patients spending >12 hours from decision to admit to admission
RTR,NHS England North East And Yorkshire ,South Tees Hospitals NHS Foundation Trust,"7,786",0,"11,501","19,287","4,115",0,"11,020","15,135","3,671",0,481,"4,152",78.50%,52.90%,-,95.80%,"2,491",0,355,"2,846","2,302","5,148",338,11
R0B,NHS England North East And Yorkshire ,South Tyneside And Sunderland NHS Foundation Trust,"12,552","1,174","6,793","20,519","6,286","1,163","6,632","14,081","6,266",11,161,"6,438",68.60%,50.10%,99.10%,97.60%,"4,709",35,0,"4,744","1,104","5,848",941,4
RXG,NHS England North East And Yorkshire ,South West Yorkshire Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,125,125,0,0
RTD,NHS England North East And Yorkshire ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,"12,604","1,576","7,786","21,966","7,399","1,530","7,758","16,687","5,205",46,28,"5,279",76.00%,58.70%,97.10%,99.60%,"3,846",17,0,"3,863","2,735","6,598",634,65
RFR,NHS England North East And Yorkshire ,The Rotherham NHS Foundation Trust,"9,857",0,0,"9,857","6,498",0,0,"6,498","3,359",0,0,"3,359",65.90%,65.90%,-,-,"1,867",0,0,"1,867",547,"2,414",830,22
AJN,NHS England North East And Yorkshire ,Workington Health Limited,0,0,316,316,0,0,316,316,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RCB,NHS England North East And Yorkshire ,York And Scarborough Teaching Hospitals NHS Foundation Trust,"11,321",294,"6,295","17,910","5,502",294,"5,962","11,758","5,819",0,333,"6,152",65.70%,48.60%,100.00%,94.70%,"5,070",0,0,"5,070","1,625","6,695","1,576",759
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,"6,808",0,0,"6,808","5,719",0,0,"5,719","1,089",0,0,"1,089",84.00%,84.00%,-,-,970,0,0,970,204,"1,174",1,0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,"9,208",0,"10,404","19,612","4,889",0,"10,280","15,169","4,319",0,124,"4,443",77.30%,53.10%,-,98.80%,"2,827",0,0,"2,827","1,136","3,963",964,466
RMC,NHS England North West ,Bolton NHS Foundation Trust,"8,643",0,"3,245","11,888","4,204",0,"2,949","7,153","4,439",0,296,"4,735",60.20%,48.60%,-,90.90%,"2,695",0,82,"2,777",957,"3,734",952,440
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,0,0,"3,271","3,271",0,0,"3,140","3,140",0,0,131,131,96.00%,-,-,96.00%,0,0,0,0,0,0,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,"5,495",0,"2,116","7,611","2,895",0,"1,814","4,709","2,600",0,302,"2,902",61.90%,52.70%,-,85.70%,"1,970",0,0,"1,970","1,297","3,267","1,071",634
RJN,NHS England North West ,East Cheshire NHS Trust,"4,530",0,60,"4,590","2,338",0,60,"2,398","2,192",0,0,"2,192",52.20%,51.60%,-,100.00%,885,0,0,885,145,"1,030",480,285
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,"13,823",0,"10,496","24,319","8,960",0,"9,972","18,932","4,863",0,524,"5,387",77.80%,64.80%,-,95.00%,"4,344",0,103,"4,447","1,826","6,273","1,551","1,139"
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,"12,452",0,"3,393","15,845","7,976",0,"3,298","11,274","4,476",0,95,"4,571",71.20%,64.10%,-,97.20%,"3,091",0,121,"3,212","1,259","4,471","1,452",446
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,186,186,0,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,"16,187","1,590","7,339","25,116","8,185","1,590","6,990","16,765","8,002",0,349,"8,351",66.80%,50.60%,100.00%,95.20%,"4,928",0,0,"4,928","2,317","7,245","1,917","1,111"
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,0,"1,382",0,"1,382",0,"1,202",0,"1,202",0,180,0,180,87.00%,-,87.00%,-,0,106,0,106,22,128,0,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,"30,351","3,277","10,873","44,501","18,966","3,135","10,508","32,609","11,385",142,365,"11,892",73.30%,62.50%,95.70%,96.60%,"6,044",122,113,"6,279",460,"6,739","3,323",117
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,"17,986",0,"7,162","25,148","10,507",0,"7,035","17,542","7,479",0,127,"7,606",69.80%,58.40%,-,98.20%,"7,162",0,0,"7,162",647,"7,809","1,067",497
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,0,0,"13,436","13,436",0,0,"13,014","13,014",0,0,422,422,96.90%,-,-,96.90%,0,0,0,0,48,48,0,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,"6,779",0,"2,861","9,640","3,224",0,"2,848","6,072","3,555",0,13,"3,568",63.00%,47.60%,-,99.50%,"2,334",0,0,"2,334",752,"3,086","1,039",551
Y02532,NHS England North West ,Miriam Minor Emergency,0,0,"1,787","1,787",0,0,"1,787","1,787",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,"26,198",0,"10,203","36,401","15,310",0,"9,858","25,168","10,888",0,345,"11,233",69.10%,58.40%,-,96.60%,"7,873",0,435,"8,308","2,249","10,557","2,206","1,085"
NV693,NHS England North West ,Rossendale Miu & Ooh,0,0,787,787,0,0,785,785,0,0,2,2,99.70%,-,-,99.70%,0,0,0,0,0,0,0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,0,0,"1,706","1,706",0,0,"1,665","1,665",0,0,41,41,97.60%,-,-,97.60%,0,0,0,0,0,0,0,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,"8,337",0,"2,582","10,919","4,992",0,"2,546","7,538","3,345",0,36,"3,381",69.00%,59.90%,-,98.60%,"2,723",0,70,"2,793","1,019","3,812","1,034",438
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,"8,560",0,"3,423","11,983","4,400",0,"3,261","7,661","4,160",0,162,"4,322",63.90%,51.40%,-,95.30%,"1,706",0,0,"1,706",263,"1,969","1,093",732
RBV,NHS England North West ,The Christie NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,849,849,0,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,177,177,0,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,"8,896",0,"4,444","13,340","5,050",0,"4,332","9,382","3,846",0,112,"3,958",70.30%,56.80%,-,97.50%,"3,116",0,27,"3,143",893,"4,036","1,345",609
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,"7,193",0,"2,913","10,106","3,445",0,"2,883","6,328","3,748",0,30,"3,778",62.60%,47.90%,-,99.00%,"2,053",0,0,"2,053",157,"2,210","1,586",772
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,0,0,"3,401","3,401",0,0,"3,077","3,077",0,0,324,324,90.50%,-,-,90.50%,0,0,0,0,0,0,0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,"7,893",0,"3,241","11,134","3,479",0,"3,020","6,499","4,414",0,221,"4,635",58.40%,44.10%,-,93.20%,"2,204",0,0,"2,204","1,853","4,057","1,377",897
RRF,NHS England North West ,"Wrightington, Wigan And Leigh NHS Foundation Trust","8,080",0,"4,363","12,443","4,018",0,"4,292","8,310","4,062",0,71,"4,133",66.80%,49.70%,-,98.40%,"2,298",0,0,"2,298",408,"2,706","1,001",453
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,"7,785",0,"2,532","10,317","3,874",0,"2,520","6,394","3,911",0,12,"3,923",62.00%,49.80%,-,99.50%,"3,057",0,0,"3,057",481,"3,538",955,359
NTV0B,NHS England South East ,Ashford Walk-In-Centre,0,0,"2,358","2,358",0,0,"2,316","2,316",0,0,42,42,98.20%,-,-,98.20%,0,0,0,0,0,0,0,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,0,0,"1,244","1,244",0,0,"1,231","1,231",0,0,13,13,99.00%,-,-,99.00%,0,0,32,32,0,32,0,0
Y02676,NHS England South East ,Brighton Station Health Centre,0,0,"1,871","1,871",0,0,"1,871","1,871",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,"9,649","1,131","3,156","13,936","5,711","1,131","3,105","9,947","3,938",0,51,"3,989",71.40%,59.20%,100.00%,98.40%,"3,522",806,0,"4,328","1,133","5,461",409,204
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,"11,729",0,"3,731","15,460","8,848",0,"3,652","12,500","2,881",0,79,"2,960",80.90%,75.40%,-,97.90%,"3,726",0,0,"3,726",311,"4,037",928,342
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,"14,024",0,"12,337","26,361","7,230",0,"12,006","19,236","6,794",0,331,"7,125",73.00%,51.60%,-,97.30%,"3,183",0,535,"3,718",446,"4,164","1,873","1,276"
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,"11,500",0,"3,493","14,993","7,491",0,"3,444","10,935","4,009",0,49,"4,058",72.90%,65.10%,-,98.60%,"3,301",0,0,"3,301",515,"3,816",345,70
AQM01,NHS England South East ,Faversham Medical Practice Miu,0,0,"3,186","3,186",0,0,"3,186","3,186",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NDJ,NHS England South East ,First Community Health And Care Cic,0,0,"2,224","2,224",0,0,"2,220","2,220",0,0,4,4,99.80%,-,-,99.80%,0,0,0,0,0,0,0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,"22,507",815,"11,479","34,801","13,538",815,"11,260","25,613","8,969",0,219,"9,188",73.60%,60.20%,100.00%,98.10%,"6,766",0,0,"6,766",145,"6,911","1,388",351
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0,0,"2,752","2,752",0,0,"2,721","2,721",0,0,31,31,98.90%,-,-,98.90%,0,0,1,1,134,135,0,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,"10,601",78,"3,699","14,378","5,530",78,"3,578","9,186","5,071",0,121,"5,192",63.90%,52.20%,100.00%,96.70%,"3,527",17,63,"3,607","1,097","4,704",208,6
NVE43,NHS England South East ,Hastings GP Led Health Centre,0,0,"1,127","1,127",0,0,"1,127","1,127",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
DJV01,NHS England South East ,Herne Bay Health Care Ltd,0,0,"2,761","2,761",0,0,"2,761","2,761",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,"4,296",265,"1,473","6,034","2,654",265,"1,360","4,279","1,642",0,113,"1,755",70.90%,61.80%,100.00%,92.30%,"1,411",0,0,"1,411",233,"1,644",458,162
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,0,0,"6,479","6,479",0,0,"6,462","6,462",0,0,17,17,99.70%,-,-,99.70%,0,0,0,0,0,0,0,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,"19,540",0,"1,462","21,002","14,517",0,"1,445","15,962","5,023",0,17,"5,040",76.00%,74.30%,-,98.80%,"1,767",0,0,"1,767",518,"2,285","1,393",383
RPA,NHS England South East ,Medway NHS Foundation Trust,"9,996",0,"6,700","16,696","5,992",0,"5,673","11,665","4,004",0,"1,027","5,031",69.90%,59.90%,-,84.70%,"1,886",0,0,"1,886",496,"2,382","1,097",680
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,0,0,"3,444","3,444",0,0,"3,341","3,341",0,0,103,103,97.00%,-,-,97.00%,0,0,0,0,0,0,0,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,"13,955","1,677","3,634","19,266","9,459","1,677","3,515","14,651","4,496",0,119,"4,615",76.00%,67.80%,100.00%,96.70%,"5,129",107,9,"5,245","4,348","9,593",757,14
AQN04,NHS England South East ,Phl Lymington Utc,0,0,"2,775","2,775",0,0,"2,744","2,744",0,0,31,31,98.90%,-,-,98.90%,0,0,0,0,0,0,0,0
RHU,NHS England South East ,Portsmouth Hospitals University NHS Trust,"12,788",956,"3,721","17,465","8,022",952,"3,711","12,685","4,766",4,10,"4,780",72.60%,62.70%,99.60%,99.70%,"3,304",0,0,"3,304","2,429","5,733","1,806","1,033"
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,0,0,"4,862","4,862",0,0,"4,827","4,827",0,0,35,35,99.30%,-,-,99.30%,0,0,0,0,0,0,0,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,"5,275","5,275",0,0,"5,097","5,097",0,0,178,178,96.60%,-,-,96.60%,0,0,0,0,0,0,0,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,0,0,"1,163","1,163",0,0,"1,158","1,158",0,0,5,5,99.60%,-,-,99.60%,0,0,3,3,503,506,0,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,"12,329","2,236","2,749","17,314","8,270","2,202","2,749","13,221","4,059",34,0,"4,093",76.40%,67.10%,98.50%,100.00%,"2,397",0,0,"2,397",437,"2,834",359,12
RA2,NHS England South East ,Royal Surrey NHS Foundation Trust,"7,295",0,"1,786","9,081","5,037",0,"1,786","6,823","2,258",0,0,"2,258",75.10%,69.00%,-,100.00%,"2,338",0,0,"2,338","1,094","3,432",363,10
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,"10,436",0,0,"10,436","5,699",0,0,"5,699","4,737",0,0,"4,737",54.60%,54.60%,-,-,"2,962",0,0,"2,962",889,"3,851","1,300",727
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,0,0,"11,047","11,047",0,0,"10,832","10,832",0,0,215,215,98.10%,-,-,98.10%,0,0,0,0,0,0,0,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,"11,758","1,133",0,"12,891","7,299","1,097",0,"8,396","4,459",36,0,"4,495",65.10%,62.10%,96.80%,-,"4,123",7,0,"4,130","1,640","5,770",579,11
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,"28,857","1,370","1,891","32,118","17,186","1,328","1,712","20,226","11,671",42,179,"11,892",63.00%,59.60%,96.90%,90.50%,"8,643",27,54,"8,724","1,793","10,517","1,623",718
ACH01,NHS England South East ,Whitstable Medical Practice,0,0,"4,984","4,984",0,0,"4,984","4,984",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NTV0W,NHS England South East ,Woking Walk In Centre,0,0,"2,599","2,599",0,0,"2,571","2,571",0,0,28,28,98.90%,-,-,98.90%,0,0,0,0,0,0,0,0
NQT1I,NHS England South West ,Chippenham Community Hospital,0,0,"1,364","1,364",0,0,"1,351","1,351",0,0,13,13,99.00%,-,-,99.00%,0,0,0,0,0,0,0,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,11,11,86,97,0,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,"5,046",0,"3,910","8,956","3,037",0,"3,900","6,937","2,009",0,10,"2,019",77.50%,60.20%,-,99.70%,"1,967",0,0,"1,967",502,"2,469",283,63
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,2,2,4,6,0,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,0,0,"7,676","7,676",0,0,"7,560","7,560",0,0,116,116,98.50%,-,-,98.50%,0,0,1,1,40,41,0,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,"13,525",0,0,"13,525","8,673",0,0,"8,673","4,852",0,0,"4,852",64.10%,64.10%,-,-,"2,955",0,0,"2,955","2,700","5,655",794,414
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,"6,312",0,"5,380","11,692","3,277",0,"5,079","8,356","3,035",0,301,"3,336",71.50%,51.90%,-,94.40%,"2,786",0,0,"2,786","1,247","4,033",995,209
RVJ,NHS England South West ,North Bristol NHS Trust,"9,074",0,0,"9,074","5,930",0,0,"5,930","3,144",0,0,"3,144",65.40%,65.40%,-,-,"3,577",0,0,"3,577","2,339","5,916",890,430
L83087,NHS England South West ,Okehampton Medical Centre,0,0,53,53,0,0,53,53,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,0,0,"1,010","1,010",0,0,"1,009","1,009",0,0,1,1,99.90%,-,-,99.90%,0,0,0,0,0,0,0,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,"6,695",0,"10,467","17,162","3,485",0,"9,864","13,349","3,210",0,603,"3,813",77.80%,52.10%,-,94.20%,"2,520",0,50,"2,570","1,352","3,922","1,110",581
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,"13,442",0,"3,994","17,436","7,411",0,"3,990","11,401","6,031",0,4,"6,035",65.40%,55.10%,-,99.90%,"3,286",0,0,"3,286","1,952","5,238","1,148",272
RD1,NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,"9,074",0,0,"9,074","5,142",0,0,"5,142","3,932",0,0,"3,932",56.70%,56.70%,-,-,"2,905",0,10,"2,915","2,112","5,027","1,011",137
RNZ,NHS England South West ,Salisbury NHS Foundation Trust,"4,664",283,"2,150","7,097","2,937",283,"2,150","5,370","1,727",0,0,"1,727",75.70%,63.00%,100.00%,100.00%,"1,486",0,0,"1,486",980,"2,466",518,101
NLX,NHS England South West ,Sirona Care & Health,0,0,"7,519","7,519",0,0,"7,337","7,337",0,0,182,182,97.60%,-,-,97.60%,0,0,0,0,0,0,0,0
RH5,NHS England South West ,Somerset NHS Foundation Trust,"11,873",0,"8,920","20,793","5,971",0,"8,733","14,704","5,902",0,187,"6,089",70.70%,50.30%,-,97.90%,"3,077",0,0,"3,077","1,670","4,747",634,132
RYF,NHS England South West ,South Western Ambulance Service NHS Foundation Trust,0,0,"1,844","1,844",0,0,"1,821","1,821",0,0,23,23,98.80%,-,-,98.80%,0,0,0,0,0,0,0,0
AAH,NHS England South West ,Tetbury Hospital Trust Ltd,0,0,587,587,0,0,587,587,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RA9,NHS England South West ,Torbay And South Devon NHS Foundation Trust,"7,021",0,"3,174","10,195","4,046",0,"3,171","7,217","2,975",0,3,"2,978",70.80%,57.60%,-,99.90%,"2,222",0,0,"2,222","1,147","3,369",211,56
G3P9C,NHS England South West ,Trowbridge Minor Injuries Unit,0,0,993,993,0,0,992,992,0,0,1,1,99.90%,-,-,99.90%,0,0,0,0,0,0,0,0
RA7,NHS England South West ,University Hospitals Bristol And Weston NHS Foundation Trust,"16,151","2,167",0,"18,318","10,195","1,998",0,"12,193","5,956",169,0,"6,125",66.60%,63.10%,92.20%,-,"5,082",11,0,"5,093","1,620","6,713","1,715",496
R0D,NHS England South West ,University Hospitals Dorset NHS Foundation Trust,"14,438",0,"4,035","18,473","8,140",0,"4,035","12,175","6,298",0,0,"6,298",65.90%,56.40%,-,100.00%,"4,387",1,0,"4,388","2,396","6,784","1,490",395
RK9,NHS England South West ,University Hospitals Plymouth NHS Trust,"8,876",96,"7,009","15,981","3,819",89,"6,943","10,851","5,057",7,66,"5,130",67.90%,43.00%,92.70%,99.10%,"3,148",0,0,"3,148","1,819","4,967","1,129",441
