Code,Region,Name,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total attendances,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances < 4 hours,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances > 4 hours,Percentage in 4 hours or less (all),Percentage in 4 hours or less (type 1),Percentage in 4 hours or less (type 2),Percentage in 4 hours or less (type 3),Emergency Admissions via Type 1 A&E,Emergency Admissions via Type 2 A&E,Emergency Admissions via Type 3 and 4 A&E,Total Emergency Admissions via A&E,Other Emergency admissions (i.e not via A&E),Total Emergency Admissions,Number of patients spending >4 hours from decision to admit to admission,Number of patients spending >12 hours from decision to admit to admission
RTF,NHS England North East And Yorkshire ,Northumbria Healthcare NHS Foundation Trust,"9,593",0,"11,737","21,330","6,929",0,"11,734","18,663","2,664",0,3,"2,667",87.50%,72.20%,-,100.00%,"3,832",0,13,"3,845",507,"4,352",45,0
RCU,NHS England North East And Yorkshire ,Sheffield Children's NHS Foundation Trust,"4,185",0,374,"4,559","3,872",0,374,"4,246",313,0,0,313,93.10%,92.50%,-,100.00%,896,0,0,896,87,983,16,0
RHQ,NHS England North East And Yorkshire ,Sheffield Teaching Hospitals NHS Foundation Trust,"8,305","1,135","7,643","17,083","4,158","1,133","7,404","12,695","4,147",2,239,"4,388",74.30%,50.10%,99.80%,96.90%,"2,917",0,0,"2,917","3,294","6,211",939,4
RTR,NHS England North East And Yorkshire ,South Tees Hospitals NHS Foundation Trust,"7,009",0,"10,147","17,156","3,523",0,"9,791","13,314","3,486",0,356,"3,842",77.60%,50.30%,-,96.50%,"2,119",0,329,"2,448","2,448","4,896",407,35
R0B,NHS England North East And Yorkshire ,South Tyneside And Sunderland NHS Foundation Trust,"11,213","1,235","6,377","18,825","5,442","1,226","6,131","12,799","5,771",9,246,"6,026",68.00%,48.50%,99.30%,96.10%,"4,199",20,0,"4,219","1,032","5,251",724,1
RXG,NHS England North East And Yorkshire ,South West Yorkshire Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,131,131,0,0
RTD,NHS England North East And Yorkshire ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,"10,171","1,658","9,411","21,240","5,245","1,563","9,239","16,047","4,926",95,172,"5,193",75.60%,51.60%,94.30%,98.20%,"3,666",26,0,"3,692","2,700","6,392",690,63
RFR,NHS England North East And Yorkshire ,The Rotherham NHS Foundation Trust,"8,770",0,0,"8,770","5,812",0,0,"5,812","2,958",0,0,"2,958",66.30%,66.30%,-,-,"1,557",0,0,"1,557",440,"1,997",957,54
AJN,NHS England North East And Yorkshire ,Workington Health Limited,0,0,360,360,0,0,360,360,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RCB,NHS England North East And Yorkshire ,York And Scarborough Teaching Hospitals NHS Foundation Trust,"10,322",335,"5,851","16,508","4,708",335,"5,603","10,646","5,614",0,248,"5,862",64.50%,45.60%,100.00%,95.80%,"4,693",0,0,"4,693","1,506","6,199","1,166",406
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,"5,576",0,0,"5,576","4,462",0,0,"4,462","1,114",0,0,"1,114",80.00%,80.00%,-,-,896,0,0,896,214,"1,110",0,0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,"8,244",0,"9,563","17,807","4,313",0,"9,360","13,673","3,931",0,203,"4,134",76.80%,52.30%,-,97.90%,"2,389",0,0,"2,389","1,414","3,803",981,624
RMC,NHS England North West ,Bolton NHS Foundation Trust,"7,416",0,"3,265","10,681","3,825",0,"2,990","6,815","3,591",0,275,"3,866",63.80%,51.60%,-,91.60%,"2,304",0,102,"2,406",921,"3,327",846,483
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,0,0,"2,994","2,994",0,0,"2,955","2,955",0,0,39,39,98.70%,-,-,98.70%,0,0,0,0,0,0,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,"4,892",0,"2,263","7,155","2,367",0,"1,912","4,279","2,525",0,351,"2,876",59.80%,48.40%,-,84.50%,"1,713",0,0,"1,713","1,171","2,884",976,747
RJN,NHS England North West ,East Cheshire NHS Trust,"3,929",0,69,"3,998","1,824",0,69,"1,893","2,105",0,0,"2,105",47.30%,46.40%,-,100.00%,698,0,0,698,145,843,688,470
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,"12,044",0,"10,190","22,234","7,159",0,"10,187","17,346","4,885",0,3,"4,888",78.00%,59.40%,-,100.00%,"3,635",0,89,"3,724","1,701","5,425","1,360","1,059"
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,"11,159",0,"3,012","14,171","6,816",0,"2,783","9,599","4,343",0,229,"4,572",67.70%,61.10%,-,92.40%,"2,770",0,92,"2,862","1,238","4,100","1,312",393
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,120,120,0,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,"15,227","1,638","7,259","24,124","7,707","1,638","6,910","16,255","7,520",0,349,"7,869",67.40%,50.60%,100.00%,95.20%,"4,754",0,0,"4,754","2,234","6,988","1,945","1,234"
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,0,"1,427",0,"1,427",0,"1,271",0,"1,271",0,156,0,156,89.10%,-,89.10%,-,0,112,0,112,9,121,0,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,"27,540","3,318","10,740","41,598","16,628","3,185","10,416","30,229","10,912",133,324,"11,369",72.70%,60.40%,96.00%,97.00%,"5,443",115,96,"5,654",409,"6,063","3,611",83
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,"15,899",0,"6,585","22,484","9,639",0,"6,497","16,136","6,260",0,88,"6,348",71.80%,60.60%,-,98.70%,"6,608",0,0,"6,608",654,"7,262",869,480
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,0,0,"12,255","12,255",0,0,"11,872","11,872",0,0,383,383,96.90%,-,-,96.90%,0,0,0,0,34,34,0,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,"6,395",0,"2,715","9,110","2,746",0,"2,708","5,454","3,649",0,7,"3,656",59.90%,42.90%,-,99.70%,"2,177",0,0,"2,177",697,"2,874",988,634
Y02532,NHS England North West ,Miriam Minor Emergency,0,0,"1,499","1,499",0,0,"1,499","1,499",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,"23,361",0,"8,354","31,715","13,862",0,"8,030","21,892","9,499",0,324,"9,823",69.00%,59.30%,-,96.10%,"7,263",0,326,"7,589","2,114","9,703","2,053","1,246"
NV693,NHS England North West ,Rossendale Miu & Ooh,0,0,772,772,0,0,771,771,0,0,1,1,99.90%,-,-,99.90%,0,0,0,0,0,0,0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,0,0,"1,476","1,476",0,0,"1,457","1,457",0,0,19,19,98.70%,-,-,98.70%,0,0,0,0,0,0,0,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,"7,411",0,"2,196","9,607","4,493",0,"2,157","6,650","2,918",0,39,"2,957",69.20%,60.60%,-,98.20%,"2,272",0,66,"2,338",993,"3,331",908,380
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,"7,876",0,"2,703","10,579","3,802",0,"2,654","6,456","4,074",0,49,"4,123",61.00%,48.30%,-,98.20%,"1,527",0,0,"1,527",259,"1,786","1,027",706
RBV,NHS England North West ,The Christie NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,795,795,0,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,151,151,0,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,"7,922",0,"4,054","11,976","4,359",0,"3,929","8,288","3,563",0,125,"3,688",69.20%,55.00%,-,96.90%,"2,900",0,25,"2,925",874,"3,799","1,360",766
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,"6,232",0,"2,564","8,796","2,985",0,"2,525","5,510","3,247",0,39,"3,286",62.60%,47.90%,-,98.50%,"1,658",0,0,"1,658",112,"1,770","1,316",825
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,0,0,"3,123","3,123",0,0,"2,918","2,918",0,0,205,205,93.40%,-,-,93.40%,0,0,0,0,0,0,0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,"6,951",0,"2,682","9,633","3,210",0,"2,613","5,823","3,741",0,69,"3,810",60.40%,46.20%,-,97.40%,"1,975",0,0,"1,975","1,781","3,756","1,198",758
RRF,NHS England North West ,"Wrightington, Wigan And Leigh Teaching Hospitals NHS Foundation Trust","6,165",0,"5,182","11,347","2,408",0,"4,969","7,377","3,757",0,213,"3,970",65.00%,39.10%,-,95.90%,"1,724",0,0,"1,724",379,"2,103","1,176",520
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,"6,942",0,"2,493","9,435","3,335",0,"2,457","5,792","3,607",0,36,"3,643",61.40%,48.00%,-,98.60%,"2,844",0,0,"2,844",506,"3,350",898,452
NTV0B,NHS England South East ,Ashford Walk-In-Centre,0,0,"2,156","2,156",0,0,"2,127","2,127",0,0,29,29,98.70%,-,-,98.70%,0,0,0,0,0,0,0,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,0,0,"1,176","1,176",0,0,"1,166","1,166",0,0,10,10,99.10%,-,-,99.10%,0,0,28,28,0,28,0,0
Y02676,NHS England South East ,Brighton Station Health Centre,0,0,"1,736","1,736",0,0,"1,736","1,736",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,"8,435","1,064","2,617","12,116","5,270","1,064","2,585","8,919","3,165",0,32,"3,197",73.60%,62.50%,100.00%,98.80%,"3,031",806,0,"3,837","1,114","4,951",479,321
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,"10,902",0,"3,493","14,395","8,023",0,"3,456","11,479","2,879",0,37,"2,916",79.70%,73.60%,-,98.90%,"3,495",0,0,"3,495",276,"3,771",956,344
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,"12,507",0,"10,837","23,344","6,898",0,"10,586","17,484","5,609",0,251,"5,860",74.90%,55.20%,-,97.70%,"2,566",0,560,"3,126",436,"3,562","1,471",995
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,"10,125",0,"3,347","13,472","6,330",0,"3,292","9,622","3,795",0,55,"3,850",71.40%,62.50%,-,98.40%,"2,637",0,0,"2,637",508,"3,145",303,113
AQM01,NHS England South East ,Faversham Medical Practice Miu,0,0,"2,780","2,780",0,0,"2,780","2,780",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NDJ,NHS England South East ,First Community Health And Care Cic,0,0,"2,041","2,041",0,0,"2,037","2,037",0,0,4,4,99.80%,-,-,99.80%,0,0,0,0,0,0,0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,"20,751",678,"10,394","31,823","12,117",676,"10,133","22,926","8,634",2,261,"8,897",72.00%,58.40%,99.70%,97.50%,"6,003",0,0,"6,003",142,"6,145","1,946",713
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0,0,"2,535","2,535",0,0,"2,512","2,512",0,0,23,23,99.10%,-,-,99.10%,0,0,1,1,111,112,0,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,"9,416",51,"4,052","13,519","4,597",51,"3,916","8,564","4,819",0,136,"4,955",63.30%,48.80%,100.00%,96.60%,"3,314",7,70,"3,391","1,050","4,441",215,18
NVE43,NHS England South East ,Hastings GP Led Health Centre,0,0,767,767,0,0,767,767,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
DJV01,NHS England South East ,Herne Bay Health Care Ltd,0,0,"2,444","2,444",0,0,"2,444","2,444",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,"3,568",224,"1,332","5,124","2,333",224,"1,254","3,811","1,235",0,78,"1,313",74.40%,65.40%,100.00%,94.10%,"1,249",0,0,"1,249",114,"1,363",370,159
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,0,0,"5,722","5,722",0,0,"5,710","5,710",0,0,12,12,99.80%,-,-,99.80%,0,0,0,0,0,0,0,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,"17,602",0,"2,040","19,642","13,362",0,"2,010","15,372","4,240",0,30,"4,270",78.30%,75.90%,-,98.50%,"2,226",0,0,"2,226",697,"2,923","1,306",373
RPA,NHS England South East ,Medway NHS Foundation Trust,"8,809",0,"6,257","15,066","5,605",0,"5,406","11,011","3,204",0,851,"4,055",73.10%,63.60%,-,86.40%,"1,581",0,0,"1,581",492,"2,073","1,044",817
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,0,0,"3,490","3,490",0,0,"3,418","3,418",0,0,72,72,97.90%,-,-,97.90%,0,0,0,0,0,0,0,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,"12,413","1,655","3,393","17,461","9,184","1,655","3,335","14,174","3,229",0,58,"3,287",81.20%,74.00%,100.00%,98.30%,"4,780",100,15,"4,895","4,240","9,135",305,0
AQN04,NHS England South East ,Phl Lymington Utc,0,0,"2,699","2,699",0,0,"2,692","2,692",0,0,7,7,99.70%,-,-,99.70%,0,0,0,0,0,0,0,0
RHU,NHS England South East ,Portsmouth Hospitals University NHS Trust,"11,514","1,067","3,576","16,157","7,194","1,041","3,561","11,796","4,320",26,15,"4,361",73.00%,62.50%,97.60%,99.60%,"2,984",0,0,"2,984","2,316","5,300","1,838","1,039"
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,0,0,"4,608","4,608",0,0,"4,468","4,468",0,0,140,140,97.00%,-,-,97.00%,0,0,0,0,0,0,0,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,"4,829","4,829",0,0,"4,585","4,585",0,0,244,244,94.90%,-,-,94.90%,0,0,0,0,0,0,0,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,0,0,"1,109","1,109",0,0,"1,096","1,096",0,0,13,13,98.80%,-,-,98.80%,0,0,2,2,500,502,0,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,"11,270","2,409","2,376","16,055","7,410","2,320","2,376","12,106","3,860",89,0,"3,949",75.40%,65.70%,96.30%,100.00%,"2,106",0,0,"2,106",335,"2,441",835,52
RA2,NHS England South East ,Royal Surrey NHS Foundation Trust,"7,062",0,"1,803","8,865","4,753",0,"1,803","6,556","2,309",0,0,"2,309",74.00%,67.30%,-,100.00%,"2,204",0,0,"2,204",994,"3,198",334,8
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,"9,234",0,0,"9,234","5,183",0,0,"5,183","4,051",0,0,"4,051",56.10%,56.10%,-,-,"2,673",0,0,"2,673",841,"3,514","1,078",593
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,0,0,"10,054","10,054",0,0,"9,980","9,980",0,0,74,74,99.30%,-,-,99.30%,0,0,0,0,0,0,0,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,"9,612","1,058",0,"10,670","6,874","1,037",0,"7,911","2,738",21,0,"2,759",74.10%,71.50%,98.00%,-,"3,412",8,0,"3,420","1,380","4,800",165,10
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,"25,452","1,458","1,930","28,840","14,482","1,424","1,727","17,633","10,970",34,203,"11,207",61.10%,56.90%,97.70%,89.50%,"7,713",27,48,"7,788","1,597","9,385","1,840",946
ACH01,NHS England South East ,Whitstable Medical Practice,0,0,"4,381","4,381",0,0,"4,381","4,381",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NTV0W,NHS England South East ,Woking Walk In Centre,0,0,"2,462","2,462",0,0,"2,416","2,416",0,0,46,46,98.10%,-,-,98.10%,0,0,0,0,0,0,0,0
NQT1I,NHS England South West ,Chippenham Community Hospital,0,0,"1,393","1,393",0,0,"1,364","1,364",0,0,29,29,97.90%,-,-,97.90%,0,0,0,0,0,0,0,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,4,4,72,76,0,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,"4,265",0,"3,332","7,597","2,508",0,"3,327","5,835","1,757",0,5,"1,762",76.80%,58.80%,-,99.80%,"1,646",0,0,"1,646",446,"2,092",274,91
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,4,4,0,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,0,0,"7,085","7,085",0,0,"6,982","6,982",0,0,103,103,98.50%,-,-,98.50%,0,0,0,0,20,20,0,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,"12,330",0,0,"12,330","7,735",0,0,"7,735","4,595",0,0,"4,595",62.70%,62.70%,-,-,"2,498",0,0,"2,498","2,774","5,272",729,510
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,"5,608",0,"4,955","10,563","2,672",0,"4,633","7,305","2,936",0,322,"3,258",69.20%,47.60%,-,93.50%,"2,502",0,0,"2,502","1,155","3,657",808,444
RVJ,NHS England South West ,North Bristol NHS Trust,"8,275",0,0,"8,275","5,323",0,0,"5,323","2,952",0,0,"2,952",64.30%,64.30%,-,-,"3,123",0,0,"3,123","2,197","5,320",871,430
L83087,NHS England South West ,Okehampton Medical Centre,0,0,52,52,0,0,52,52,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,0,0,998,998,0,0,988,988,0,0,10,10,99.00%,-,-,99.00%,0,0,0,0,0,0,0,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,"6,239",0,"9,986","16,225","2,620",0,"9,473","12,093","3,619",0,513,"4,132",74.50%,42.00%,-,94.90%,"2,409",0,34,"2,443","1,154","3,597","1,192",529
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,"12,660",0,"3,784","16,444","7,059",0,"3,770","10,829","5,601",0,14,"5,615",65.90%,55.80%,-,99.60%,"3,096",0,0,"3,096","1,832","4,928","1,183",298
RD1,NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,"8,288",0,0,"8,288","4,643",0,0,"4,643","3,645",0,0,"3,645",56.00%,56.00%,-,-,"2,553",0,3,"2,556","2,071","4,627","1,025",219
RNZ,NHS England South West ,Salisbury NHS Foundation Trust,"4,386",308,"1,723","6,417","2,431",308,"1,723","4,462","1,955",0,0,"1,955",69.50%,55.40%,100.00%,100.00%,"1,221",0,0,"1,221",900,"2,121",547,152
NLX,NHS England South West ,Sirona Care & Health,0,0,"7,354","7,354",0,0,"7,150","7,150",0,0,204,204,97.20%,-,-,97.20%,0,0,0,0,0,0,0,0
RH5,NHS England South West ,Somerset NHS Foundation Trust,"10,507",0,"8,567","19,074","5,042",0,"8,347","13,389","5,465",0,220,"5,685",70.20%,48.00%,-,97.40%,"2,772",0,0,"2,772","1,570","4,342",748,196
RYF,NHS England South West ,South Western Ambulance Service NHS Foundation Trust,0,0,"1,809","1,809",0,0,"1,787","1,787",0,0,22,22,98.80%,-,-,98.80%,0,0,0,0,0,0,0,0
AAH,NHS England South West ,Tetbury Hospital Trust Ltd,0,0,537,537,0,0,537,537,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RA9,NHS England South West ,Torbay And South Devon NHS Foundation Trust,"6,440",0,"3,040","9,480","3,265",0,"3,027","6,292","3,175",0,13,"3,188",66.40%,50.70%,-,99.60%,"1,948",0,0,"1,948","1,132","3,080",230,74
G3P9C,NHS England South West ,Trowbridge Minor Injuries Unit,0,0,989,989,0,0,988,988,0,0,1,1,99.90%,-,-,99.90%,0,0,0,0,0,0,0,0
RA7,NHS England South West ,University Hospitals Bristol And Weston NHS Foundation Trust,"14,252","2,293",0,"16,545","9,087","2,068",0,"11,155","5,165",225,0,"5,390",67.40%,63.80%,90.20%,-,"4,346",10,0,"4,356","1,504","5,860","1,419",440
R0D,NHS England South West ,University Hospitals Dorset NHS Foundation Trust,"13,434",0,"3,334","16,768","7,365",0,"3,334","10,699","6,069",0,0,"6,069",63.80%,54.80%,-,100.00%,"3,880",0,0,"3,880","2,371","6,251","1,451",454
RK9,NHS England South West ,University Hospitals Plymouth NHS Trust,"7,807",127,"6,932","14,866","2,851",108,"6,789","9,748","4,956",19,143,"5,118",65.60%,36.50%,85.00%,97.90%,"2,736",0,0,"2,736","1,682","4,418","1,107",591
