Code,Region,Name,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total attendances,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances < 4 hours,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances > 4 hours,Percentage in 4 hours or less (all),Percentage in 4 hours or less (type 1),Percentage in 4 hours or less (type 2),Percentage in 4 hours or less (type 3),Emergency Admissions via Type 1 A&E,Emergency Admissions via Type 2 A&E,Emergency Admissions via Type 3 and 4 A&E,Total Emergency Admissions via A&E,Other Emergency admissions (i.e not via A&E),Total Emergency Admissions,Number of patients spending >4 hours from decision to admit to admission,Number of patients spending >12 hours from decision to admit to admission
RJL,NHS England North East And Yorkshire ,Northern Lincolnshire And Goole NHS Foundation Trust,"10,855",0,"7,075","17,930","5,954",0,"6,996","12,950","4,901",0,79,"4,980",72.20%,54.90%,-,98.90%,"5,761",0,0,"5,761",476,"6,237","1,449",715
RTF,NHS England North East And Yorkshire ,Northumbria Healthcare NHS Foundation Trust,"11,038",0,"14,245","25,283","8,800",0,"14,244","23,044","2,238",0,1,"2,239",91.10%,79.70%,-,100.00%,"4,560",0,5,"4,565",540,"5,105",12,0
RCU,NHS England North East And Yorkshire ,Sheffield Children's NHS Foundation Trust,"4,939",0,555,"5,494","4,833",0,554,"5,387",106,0,1,107,98.10%,97.90%,-,99.80%,"1,204",0,0,"1,204",93,"1,297",8,0
RHQ,NHS England North East And Yorkshire ,Sheffield Teaching Hospitals NHS Foundation Trust,"9,241","1,360","8,822","19,423","4,871","1,341","8,516","14,728","4,370",19,306,"4,695",75.80%,52.70%,98.60%,96.50%,"3,206",0,0,"3,206","3,321","6,527",905,10
RTR,NHS England North East And Yorkshire ,South Tees Hospitals NHS Foundation Trust,"7,762",0,"12,151","19,913","4,238",0,"11,701","15,939","3,524",0,450,"3,974",80.00%,54.60%,-,96.30%,"2,348",0,417,"2,765","2,765","5,530",311,6
R0B,NHS England North East And Yorkshire ,South Tyneside And Sunderland NHS Foundation Trust,"12,493","1,400","7,492","21,385","8,060","1,381","7,327","16,768","4,433",19,165,"4,617",78.40%,64.50%,98.60%,97.80%,"4,956",25,0,"4,981","1,241","6,222",174,0
RXG,NHS England North East And Yorkshire ,South West Yorkshire Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,138,138,0,0
RTD,NHS England North East And Yorkshire ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,"11,211","1,872","11,049","24,132","6,549","1,782","10,931","19,262","4,662",90,118,"4,870",79.80%,58.40%,95.20%,98.90%,"3,947",20,0,"3,967","3,074","7,041",304,11
RFR,NHS England North East And Yorkshire ,The Rotherham NHS Foundation Trust,"9,778",0,0,"9,778","6,752",0,0,"6,752","3,026",0,0,"3,026",69.10%,69.10%,-,-,"1,668",0,0,"1,668",550,"2,218",781,40
AJN,NHS England North East And Yorkshire ,Workington Health Limited,0,0,435,435,0,0,435,435,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RCB,NHS England North East And Yorkshire ,York And Scarborough Teaching Hospitals NHS Foundation Trust,"12,231",350,"7,237","19,818","6,935",350,"6,781","14,066","5,296",0,456,"5,752",71.00%,56.70%,100.00%,93.70%,"5,495",0,0,"5,495","1,812","7,307",930,237
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,"6,640",0,0,"6,640","5,543",0,0,"5,543","1,097",0,0,"1,097",83.50%,83.50%,-,-,952,0,0,952,240,"1,192",0,0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,"8,713",0,"10,670","19,383","5,607",0,"10,430","16,037","3,106",0,240,"3,346",82.70%,64.40%,-,97.80%,"1,886",0,0,"1,886","2,343","4,229",779,261
RMC,NHS England North West ,Bolton NHS Foundation Trust,"8,667",0,"3,573","12,240","4,896",0,"3,440","8,336","3,771",0,133,"3,904",68.10%,56.50%,-,96.30%,"2,741",0,180,"2,921",906,"3,827",955,374
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,0,0,"3,487","3,487",0,0,"3,422","3,422",0,0,65,65,98.10%,-,-,98.10%,0,0,0,0,0,0,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,"5,416",0,"2,673","8,089","2,657",0,"2,276","4,933","2,759",0,397,"3,156",61.00%,49.10%,-,85.10%,"1,846",0,0,"1,846","1,276","3,122","1,066",778
RJN,NHS England North West ,East Cheshire NHS Trust,"4,437",0,66,"4,503","2,222",0,66,"2,288","2,215",0,0,"2,215",50.80%,50.10%,-,100.00%,822,0,0,822,194,"1,016",634,388
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,"13,923",0,"11,422","25,345","9,655",0,"10,958","20,613","4,268",0,464,"4,732",81.30%,69.30%,-,95.90%,"4,296",0,73,"4,369","1,740","6,109","1,506",977
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,"12,251",0,"3,379","15,630","8,115",0,"3,167","11,282","4,136",0,212,"4,348",72.20%,66.20%,-,93.70%,"3,039",0,95,"3,134","1,249","4,383","1,421",368
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,126,126,0,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,"16,846","1,989","8,390","27,225","9,151","1,989","7,929","19,069","7,695",0,461,"8,156",70.00%,54.30%,100.00%,94.50%,"5,691",0,0,"5,691","2,455","8,146","2,047","1,124"
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,0,"1,589",0,"1,589",0,"1,388",0,"1,388",0,201,0,201,87.40%,-,87.40%,-,0,122,0,122,16,138,0,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,"30,624","3,891","12,350","46,865","20,359","3,753","12,048","36,160","10,265",138,302,"10,705",77.20%,66.50%,96.50%,97.60%,"6,105",168,109,"6,382",454,"6,836","2,996",53
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,"18,272",0,"7,402","25,674","11,832",0,"7,354","19,186","6,440",0,48,"6,488",74.70%,64.80%,-,99.40%,"8,027",0,0,"8,027",679,"8,706",973,514
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,0,0,"14,145","14,145",0,0,"13,650","13,650",0,0,495,495,96.50%,-,-,96.50%,0,0,0,0,35,35,0,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,"7,509",0,"3,347","10,856","3,563",0,"3,339","6,902","3,946",0,8,"3,954",63.60%,47.40%,-,99.80%,"2,422",0,0,"2,422",788,"3,210","1,067",665
Y02532,NHS England North West ,Miriam Minor Emergency,0,0,"1,652","1,652",0,0,"1,652","1,652",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,"27,062",0,"9,249","36,311","17,658",0,"9,070","26,728","9,404",0,179,"9,583",73.60%,65.30%,-,98.10%,"7,986",0,345,"8,331","2,441","10,772","2,056","1,124"
NV693,NHS England North West ,Rossendale Miu & Ooh,0,0,951,951,0,0,951,951,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,0,0,"1,696","1,696",0,0,"1,680","1,680",0,0,16,16,99.10%,-,-,99.10%,0,0,0,0,0,0,0,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,"8,422",0,"2,490","10,912","5,225",0,"2,429","7,654","3,197",0,61,"3,258",70.10%,62.00%,-,97.60%,"2,639",0,72,"2,711",952,"3,663",850,258
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,"9,030",0,"2,882","11,912","5,424",0,"2,780","8,204","3,606",0,102,"3,708",68.90%,60.10%,-,96.50%,"1,747",0,0,"1,747",294,"2,041",669,269
RBV,NHS England North West ,The Christie NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,829,829,0,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,180,180,0,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,"8,849",0,"4,703","13,552","5,020",0,"4,509","9,529","3,829",0,194,"4,023",70.30%,56.70%,-,95.90%,"2,988",0,12,"3,000",996,"3,996","1,244",654
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,"7,352",0,"3,032","10,384","3,839",0,"3,010","6,849","3,513",0,22,"3,535",66.00%,52.20%,-,99.30%,"1,809",0,0,"1,809",161,"1,970","1,379",909
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,0,0,"3,798","3,798",0,0,"3,644","3,644",0,0,154,154,95.90%,-,-,95.90%,0,0,0,0,0,0,0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,"8,469",0,"3,128","11,597","4,087",0,"3,044","7,131","4,382",0,84,"4,466",61.50%,48.30%,-,97.30%,"2,386",0,0,"2,386","1,971","4,357","1,160",626
RRF,NHS England North West ,"Wrightington, Wigan And Leigh Teaching Hospitals NHS Foundation Trust","6,876",0,"6,628","13,504","3,956",0,"6,584","10,540","2,920",0,44,"2,964",78.10%,57.50%,-,99.30%,"2,514",0,0,"2,514",385,"2,899",958,407
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,"7,809",0,"2,837","10,646","4,435",0,"2,809","7,244","3,374",0,28,"3,402",68.00%,56.80%,-,99.00%,"2,554",0,0,"2,554",430,"2,984",880,311
NTV0B,NHS England South East ,Ashford Walk-In-Centre,0,0,"2,545","2,545",0,0,"2,499","2,499",0,0,46,46,98.20%,-,-,98.20%,0,0,0,0,0,0,0,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,0,0,"1,461","1,461",0,0,"1,447","1,447",0,0,14,14,99.00%,-,-,99.00%,0,0,31,31,0,31,0,0
Y02676,NHS England South East ,Brighton Station Health Centre,0,0,"1,827","1,827",0,0,"1,827","1,827",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,"9,559","1,221","3,114","13,894","6,568","1,221","3,085","10,874","2,991",0,29,"3,020",78.30%,68.70%,100.00%,99.10%,"3,565",880,0,"4,445","1,200","5,645",508,249
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,"12,229",0,"4,068","16,297","9,263",0,"4,064","13,327","2,966",0,4,"2,970",81.80%,75.70%,-,99.90%,"4,024",0,0,"4,024",329,"4,353","1,064",497
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,"15,073",0,"13,260","28,333","8,634",0,"12,424","21,058","6,439",0,836,"7,275",74.30%,57.30%,-,93.70%,"3,144",0,533,"3,677",546,"4,223","1,659","1,037"
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,"11,697",0,"3,831","15,528","8,186",0,"3,801","11,987","3,511",0,30,"3,541",77.20%,70.00%,-,99.20%,"3,011",0,0,"3,011",464,"3,475",270,58
AQM01,NHS England South East ,Faversham Medical Practice Miu,0,0,"3,203","3,203",0,0,"3,203","3,203",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NDJ,NHS England South East ,First Community Health And Care Cic,0,0,"2,366","2,366",0,0,"2,341","2,341",0,0,25,25,98.90%,-,-,98.90%,0,0,0,0,0,0,0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,"23,737","1,013","11,602","36,352","16,182","1,012","11,359","28,553","7,555",1,243,"7,799",78.50%,68.20%,99.90%,97.90%,"6,966",0,0,"6,966",140,"7,106","1,703",637
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0,0,"3,154","3,154",0,0,"3,132","3,132",0,0,22,22,99.30%,-,-,99.30%,0,0,1,1,141,142,0,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,"10,649",64,"4,614","15,327","5,398",64,"4,174","9,636","5,251",0,440,"5,691",62.90%,50.70%,100.00%,90.50%,"3,995",7,61,"4,063","1,028","5,091",139,13
NVE43,NHS England South East ,Hastings GP Led Health Centre,0,0,"1,070","1,070",0,0,"1,070","1,070",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
DJV01,NHS England South East ,Herne Bay Health Care Ltd,0,0,"2,623","2,623",0,0,"2,623","2,623",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,"4,259",252,"1,677","6,188","2,926",252,"1,587","4,765","1,333",0,90,"1,423",77.00%,68.70%,100.00%,94.60%,"1,439",0,0,"1,439",101,"1,540",466,196
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,0,0,"7,132","7,132",0,0,"7,070","7,070",0,0,62,62,99.10%,-,-,99.10%,0,0,0,0,0,0,0,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,"20,938",0,"2,153","23,091","16,388",0,"2,145","18,533","4,550",0,8,"4,558",80.30%,78.30%,-,99.60%,"2,314",0,0,"2,314",795,"3,109","1,037",131
RPA,NHS England South East ,Medway NHS Foundation Trust,"10,156",0,"7,562","17,718","7,063",0,"6,471","13,534","3,093",0,"1,091","4,184",76.40%,69.50%,-,85.60%,"1,758",0,0,"1,758",471,"2,229","1,006",671
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,0,0,"4,189","4,189",0,0,"4,005","4,005",0,0,184,184,95.60%,-,-,95.60%,0,0,0,0,0,0,0,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,"14,210","1,624","3,629","19,463","10,414","1,624","3,574","15,612","3,796",0,55,"3,851",80.20%,73.30%,100.00%,98.50%,"5,429",94,27,"5,550","4,413","9,963",346,5
AQN04,NHS England South East ,Phl Lymington Utc,0,0,"3,122","3,122",0,0,"3,092","3,092",0,0,30,30,99.00%,-,-,99.00%,0,0,0,0,0,0,0,0
RHU,NHS England South East ,Portsmouth Hospitals University NHS Trust,"13,021","1,229","4,373","18,623","8,698","1,213","4,354","14,265","4,323",16,19,"4,358",76.60%,66.80%,98.70%,99.60%,"3,287",0,0,"3,287","2,558","5,845","1,855",901
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,0,0,"5,451","5,451",0,0,"5,374","5,374",0,0,77,77,98.60%,-,-,98.60%,0,0,0,0,0,0,0,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,"5,735","5,735",0,0,"5,611","5,611",0,0,124,124,97.80%,-,-,97.80%,0,0,0,0,0,0,0,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,0,0,"1,372","1,372",0,0,"1,354","1,354",0,0,18,18,98.70%,-,-,98.70%,0,0,2,2,529,531,0,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,"12,841","2,704","3,067","18,612","8,579","2,673","3,067","14,319","4,262",31,0,"4,293",76.90%,66.80%,98.90%,100.00%,"2,257",0,0,"2,257",373,"2,630",420,28
RA2,NHS England South East ,Royal Surrey NHS Foundation Trust,"8,078",0,"2,271","10,349","5,478",0,"2,270","7,748","2,600",0,1,"2,601",74.90%,67.80%,-,100.00%,"2,363",0,0,"2,363","1,145","3,508",525,15
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,"10,583",0,0,"10,583","5,805",0,0,"5,805","4,778",0,0,"4,778",54.90%,54.90%,-,-,"2,935",0,0,"2,935",988,"3,923","1,321",724
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,0,0,"11,899","11,899",0,0,"11,661","11,661",0,0,238,238,98.00%,-,-,98.00%,0,0,0,0,0,0,0,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,"12,105","1,200",0,"13,305","8,504","1,140",0,"9,644","3,601",60,0,"3,661",72.50%,70.30%,95.00%,-,"3,903",13,0,"3,916","1,600","5,516",466,11
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,"29,564","1,688","2,335","33,587","17,922","1,653","2,098","21,673","11,642",35,237,"11,914",64.50%,60.60%,97.90%,89.90%,"8,706",31,147,"8,884","1,877","10,761","1,839","1,005"
ACH01,NHS England South East ,Whitstable Medical Practice,0,0,"5,137","5,137",0,0,"5,137","5,137",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NTV0W,NHS England South East ,Woking Walk In Centre,0,0,"2,883","2,883",0,0,"2,855","2,855",0,0,28,28,99.00%,-,-,99.00%,0,0,0,0,0,0,0,0
NQT1I,NHS England South West ,Chippenham Community Hospital,0,0,"1,657","1,657",0,0,"1,632","1,632",0,0,25,25,98.50%,-,-,98.50%,0,0,0,0,0,0,0,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,10,10,92,102,0,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,"5,057",0,"4,032","9,089","3,156",0,"4,027","7,183","1,901",0,5,"1,906",79.00%,62.40%,-,99.90%,"1,972",0,0,"1,972",538,"2,510",301,92
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,1,1,0,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,0,0,"8,390","8,390",0,0,"8,167","8,167",0,0,223,223,97.30%,-,-,97.30%,0,0,1,1,33,34,0,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,"14,347",0,0,"14,347","9,264",0,0,"9,264","5,083",0,0,"5,083",64.60%,64.60%,-,-,"2,980",0,0,"2,980","3,018","5,998",771,489
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,"6,241",0,"5,981","12,222","2,991",0,"5,428","8,419","3,250",0,553,"3,803",68.90%,47.90%,-,90.80%,"2,742",0,0,"2,742","1,297","4,039",975,436
RVJ,NHS England South West ,North Bristol NHS Trust,"9,545",0,0,"9,545","6,159",0,0,"6,159","3,386",0,0,"3,386",64.50%,64.50%,-,-,"3,204",0,0,"3,204","2,469","5,673",939,576
L83087,NHS England South West ,Okehampton Medical Centre,0,0,86,86,0,0,86,86,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,0,0,"1,400","1,400",0,0,"1,391","1,391",0,0,9,9,99.40%,-,-,99.40%,0,0,0,0,0,0,0,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,"6,938",0,"12,626","19,564","3,547",0,"12,025","15,572","3,391",0,601,"3,992",79.60%,51.10%,-,95.20%,"2,341",0,42,"2,383","1,487","3,870",985,467
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,"15,146",0,"4,430","19,576","9,366",0,"4,420","13,786","5,780",0,10,"5,790",70.40%,61.80%,-,99.80%,"3,600",0,0,"3,600","1,989","5,589","1,032",172
RD1,NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,"9,444",0,0,"9,444","5,916",0,0,"5,916","3,528",0,0,"3,528",62.60%,62.60%,-,-,"3,187",0,11,"3,198","2,120","5,318","1,028",85
RNZ,NHS England South West ,Salisbury NHS Foundation Trust,"5,086",377,"2,070","7,533","2,771",377,"2,070","5,218","2,315",0,0,"2,315",69.30%,54.50%,100.00%,100.00%,"1,353",0,0,"1,353","1,063","2,416",564,147
NLX,NHS England South West ,Sirona Care & Health,0,0,"9,347","9,347",0,0,"9,027","9,027",0,0,320,320,96.60%,-,-,96.60%,0,0,0,0,0,0,0,0
RH5,NHS England South West ,Somerset NHS Foundation Trust,"12,117",0,"10,428","22,545","6,310",0,"10,108","16,418","5,807",0,320,"6,127",72.80%,52.10%,-,96.90%,"2,642",0,0,"2,642","1,658","4,300",445,73
RYF,NHS England South West ,South Western Ambulance Service NHS Foundation Trust,0,0,"2,191","2,191",0,0,"2,152","2,152",0,0,39,39,98.20%,-,-,98.20%,0,0,0,0,0,0,0,0
AAH,NHS England South West ,Tetbury Hospital Trust Ltd,0,0,667,667,0,0,666,666,0,0,1,1,99.90%,-,-,99.90%,0,0,0,0,0,0,0,0
RA9,NHS England South West ,Torbay And South Devon NHS Foundation Trust,"7,275",0,"3,473","10,748","3,688",0,"3,471","7,159","3,587",0,2,"3,589",66.60%,50.70%,-,99.90%,"2,182",0,0,"2,182","1,278","3,460",216,66
G3P9C,NHS England South West ,Trowbridge Minor Injuries Unit,0,0,"1,340","1,340",0,0,"1,336","1,336",0,0,4,4,99.70%,-,-,99.70%,0,0,0,0,0,0,0,0
RA7,NHS England South West ,University Hospitals Bristol And Weston NHS Foundation Trust,"16,839","2,625",0,"19,464","10,499","2,379",0,"12,878","6,340",246,0,"6,586",66.20%,62.30%,90.60%,-,"5,023",11,0,"5,034","1,609","6,643","1,727",529
R0D,NHS England South West ,University Hospitals Dorset NHS Foundation Trust,"15,604",0,"4,194","19,798","9,207",0,"4,194","13,401","6,397",0,0,"6,397",67.70%,59.00%,-,100.00%,"4,177",1,0,"4,178","2,588","6,766","1,424",501
RK9,NHS England South West ,University Hospitals Plymouth NHS Trust,"9,053",174,"8,349","17,576","3,390",160,"8,223","11,773","5,663",14,126,"5,803",67.00%,37.40%,92.00%,98.50%,"3,160",0,0,"3,160","1,916","5,076","1,045",352
