Code,Region,Name,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total attendances,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances < 4 hours,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances > 4 hours,Percentage in 4 hours or less (all),Percentage in 4 hours or less (type 1),Percentage in 4 hours or less (type 2),Percentage in 4 hours or less (type 3),Emergency Admissions via Type 1 A&E,Emergency Admissions via Type 2 A&E,Emergency Admissions via Type 3 and 4 A&E,Total Emergency Admissions via A&E,Other Emergency admissions (i.e not via A&E),Total Emergency Admissions,Number of patients spending >4 hours from decision to admit to admission,Number of patients spending >12 hours from decision to admit to admission
RJL,NHS England North East And Yorkshire ,Northern Lincolnshire And Goole NHS Foundation Trust,"9,489",0,"7,997","17,486","5,093",0,"7,920","13,013","4,396",0,77,"4,473",74.40%,53.70%,-,99.00%,"5,598",0,0,"5,598",512,"6,110","1,395",635
RTF,NHS England North East And Yorkshire ,Northumbria Healthcare NHS Foundation Trust,"10,411",0,"14,020","24,431","8,434",0,"14,016","22,450","1,977",0,4,"1,981",91.90%,81.00%,-,100.00%,"4,568",0,15,"4,583",516,"5,099",9,0
RCU,NHS England North East And Yorkshire ,Sheffield Children's NHS Foundation Trust,"4,813",0,259,"5,072","4,518",0,259,"4,777",295,0,0,295,94.20%,93.90%,-,100.00%,987,0,0,987,66,"1,053",10,0
RHQ,NHS England North East And Yorkshire ,Sheffield Teaching Hospitals NHS Foundation Trust,"10,636","1,293","6,711","18,640","5,819","1,076","6,439","13,334","4,817",217,272,"5,306",71.50%,54.70%,83.20%,95.90%,"3,244",0,0,"3,244","3,316","6,560",747,11
RTR,NHS England North East And Yorkshire ,South Tees Hospitals NHS Foundation Trust,"7,414",0,"11,692","19,106","3,881",0,"11,102","14,983","3,533",0,590,"4,123",78.40%,52.30%,-,95.00%,"2,606",0,117,"2,723","2,391","5,114",307,10
R0B,NHS England North East And Yorkshire ,South Tyneside And Sunderland NHS Foundation Trust,"12,225","1,278","7,334","20,837","6,972","1,270","7,136","15,378","5,253",8,198,"5,459",73.80%,57.00%,99.40%,97.30%,"4,327",20,0,"4,347","1,608","5,955",308,1
RXG,NHS England North East And Yorkshire ,South West Yorkshire Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,137,137,0,0
RTD,NHS England North East And Yorkshire ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,"12,588","1,814","7,383","21,785","8,345","1,752","7,383","17,480","4,243",62,0,"4,305",80.20%,66.30%,96.60%,100.00%,"3,721",23,0,"3,744","2,910","6,654",435,28
RFR,NHS England North East And Yorkshire ,The Rotherham NHS Foundation Trust,"9,264",0,0,"9,264","6,604",0,0,"6,604","2,660",0,0,"2,660",71.30%,71.30%,-,-,"2,097",0,0,"2,097",221,"2,318",374,17
AJN,NHS England North East And Yorkshire ,Workington Health Limited,0,0,442,442,0,0,442,442,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RCB,NHS England North East And Yorkshire ,York And Scarborough Teaching Hospitals NHS Foundation Trust,"11,120",375,"7,934","19,429","5,603",375,"7,572","13,550","5,517",0,362,"5,879",69.70%,50.40%,100.00%,95.40%,"5,034",0,0,"5,034","1,650","6,684","1,115",450
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,"5,409",0,0,"5,409","4,580",0,0,"4,580",829,0,0,829,84.70%,84.70%,-,-,747,0,0,747,293,"1,040",1,0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,"9,568",0,"10,724","20,292","5,072",0,"10,628","15,700","4,496",0,96,"4,592",77.40%,53.00%,-,99.10%,"2,886",0,0,"2,886","1,449","4,335","1,121",340
RMC,NHS England North West ,Bolton NHS Foundation Trust,"8,204",0,"4,134","12,338","4,176",0,"3,819","7,995","4,028",0,315,"4,343",64.80%,50.90%,-,92.40%,"2,607",0,127,"2,734",969,"3,703",807,261
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,0,0,"3,278","3,278",0,0,"3,215","3,215",0,0,63,63,98.10%,-,-,98.10%,0,0,0,0,0,0,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,"5,487",0,"2,476","7,963","2,688",0,"2,246","4,934","2,799",0,230,"3,029",62.00%,49.00%,-,90.70%,"1,977",0,0,"1,977","1,228","3,205","1,049",503
RJN,NHS England North West ,East Cheshire NHS Trust,"4,667",0,44,"4,711","1,902",0,44,"1,946","2,765",0,0,"2,765",41.30%,40.80%,-,100.00%,743,0,0,743,204,947,509,271
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,"14,245",0,"11,919","26,164","9,403",0,"11,344","20,747","4,842",0,575,"5,417",79.30%,66.00%,-,95.20%,"3,863",0,84,"3,947","1,611","5,558","1,420",708
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,"12,517",0,"3,709","16,226","8,003",0,"3,644","11,647","4,514",0,65,"4,579",71.80%,63.90%,-,98.20%,"2,883",0,123,"3,006","1,572","4,578","1,283",423
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,137,137,0,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,"17,045","1,829","8,107","26,981","8,616","1,808","7,938","18,362","8,429",21,169,"8,619",68.10%,50.50%,98.90%,97.90%,"4,989",0,0,"4,989","2,536","7,525","2,929",902
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,0,"1,572",0,"1,572",0,"1,393",0,"1,393",0,179,0,179,88.60%,-,88.60%,-,0,119,0,119,11,130,0,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,"29,731","3,816","12,368","45,915","18,489","3,674","11,965","34,128","11,242",142,403,"11,787",74.30%,62.20%,96.30%,96.70%,"6,168",128,126,"6,422",413,"6,835","2,592",101
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,"18,558",0,"7,478","26,036","11,742",0,"7,437","19,179","6,816",0,41,"6,857",73.70%,63.30%,-,99.50%,"8,103",0,0,"8,103",706,"8,809",858,187
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,0,0,"13,566","13,566",0,0,"13,374","13,374",0,0,192,192,98.60%,-,-,98.60%,0,0,0,0,51,51,0,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,"7,408",0,"3,087","10,495","2,834",0,"3,021","5,855","4,574",0,66,"4,640",55.80%,38.30%,-,97.90%,"2,001",0,0,"2,001",767,"2,768",981,489
Y02532,NHS England North West ,Miriam Minor Emergency,0,0,"1,615","1,615",0,0,"1,615","1,615",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,"27,074",0,"10,299","37,373","17,063",0,"9,863","26,926","10,011",0,436,"10,447",72.00%,63.00%,-,95.80%,"7,274",0,365,"7,639","2,269","9,908","2,014",933
NV693,NHS England North West ,Rossendale Miu & Ooh,0,0,"1,261","1,261",0,0,"1,259","1,259",0,0,2,2,99.80%,-,-,99.80%,0,0,0,0,0,0,0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,0,0,"1,718","1,718",0,0,"1,707","1,707",0,0,11,11,99.40%,-,-,99.40%,0,0,0,0,0,0,0,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,"8,661",0,"2,535","11,196","5,138",0,"2,470","7,608","3,523",0,65,"3,588",68.00%,59.30%,-,97.40%,"2,977",0,54,"3,031",830,"3,861","1,001",172
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,"9,395",0,"2,681","12,076","5,011",0,"2,670","7,681","4,384",0,11,"4,395",63.60%,53.30%,-,99.60%,"1,746",0,0,"1,746",265,"2,011","1,078",337
RBV,NHS England North West ,The Christie NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,786,786,0,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,153,153,0,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,"9,992",0,"4,817","14,809","6,466",0,"4,714","11,180","3,526",0,103,"3,629",75.50%,64.70%,-,97.90%,"3,295",0,25,"3,320","1,013","4,333",929,276
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,"7,629",0,"3,316","10,945","3,600",0,"3,219","6,819","4,029",0,97,"4,126",62.30%,47.20%,-,97.10%,"1,895",0,0,"1,895",120,"2,015","1,542",600
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,0,0,"4,311","4,311",0,0,"3,963","3,963",0,0,348,348,91.90%,-,-,91.90%,0,0,0,0,0,0,0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,"7,987",0,"3,413","11,400","3,704",0,"3,300","7,004","4,283",0,113,"4,396",61.40%,46.40%,-,96.70%,"2,108",0,0,"2,108","1,908","4,016","1,354",710
RRF,NHS England North West ,"Wrightington, Wigan And Leigh NHS Foundation Trust","7,367",0,"5,504","12,871","4,265",0,"5,466","9,731","3,102",0,38,"3,140",75.60%,57.90%,-,99.30%,"2,370",0,0,"2,370",717,"3,087","1,042",394
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,"7,470",0,"3,010","10,480","3,972",0,"2,985","6,957","3,498",0,25,"3,523",66.40%,53.20%,-,99.20%,"2,893",0,0,"2,893",712,"3,605",611,133
NTV0B,NHS England South East ,Ashford Walk-In-Centre,0,0,"2,286","2,286",0,0,"2,019","2,019",0,0,267,267,88.30%,-,-,88.30%,0,0,0,0,0,0,0,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,0,0,"1,639","1,639",0,0,"1,625","1,625",0,0,14,14,99.10%,-,-,99.10%,0,0,43,43,0,43,0,0
Y02676,NHS England South East ,Brighton Station Health Centre,0,0,"2,044","2,044",0,0,"2,044","2,044",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,"11,217","1,332","3,235","15,784","7,847","1,332","3,169","12,348","3,370",0,66,"3,436",78.20%,70.00%,100.00%,98.00%,"4,018",941,0,"4,959","2,255","7,214",530,309
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,"11,347",0,"4,129","15,476","8,595",0,"4,115","12,710","2,752",0,14,"2,766",82.10%,75.70%,-,99.70%,"4,202",0,0,"4,202",426,"4,628",783,72
Y00751,NHS England South East ,East Berks Primary Care Ooh(Wam),0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,"12,834",0,"13,455","26,289","7,085",0,"13,034","20,119","5,749",0,421,"6,170",76.50%,55.20%,-,96.90%,"3,044",0,597,"3,641",490,"4,131","1,661","1,195"
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,"10,992",0,"4,427","15,419","7,256",0,"4,376","11,632","3,736",0,51,"3,787",75.40%,66.00%,-,98.80%,"3,121",0,0,"3,121",584,"3,705",182,5
AQM01,NHS England South East ,Faversham Medical Practice Miu,0,0,"2,894","2,894",0,0,"2,894","2,894",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NDJ,NHS England South East ,First Community Health And Care Cic,0,0,"2,634","2,634",0,0,"2,634","2,634",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,"23,429",978,"12,981","37,388","14,002",978,"12,558","27,538","9,427",0,423,"9,850",73.70%,59.80%,100.00%,96.70%,"6,646",0,0,"6,646",152,"6,798","1,816",263
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0,0,"3,080","3,080",0,0,"2,999","2,999",0,0,81,81,97.40%,-,-,97.40%,0,0,0,0,139,139,0,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,"11,043",42,"3,747","14,832","6,392",42,"3,634","10,068","4,651",0,113,"4,764",67.90%,57.90%,100.00%,97.00%,"3,550",10,55,"3,615","1,190","4,805",155,33
DJV01,NHS England South East ,Herne Bay Health Care Ltd,0,0,"2,265","2,265",0,0,"2,265","2,265",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,"4,572",325,"1,813","6,710","2,802",325,"1,680","4,807","1,770",0,133,"1,903",71.60%,61.30%,100.00%,92.70%,"1,509",0,0,"1,509",87,"1,596",301,83
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,0,0,"6,715","6,715",0,0,"6,698","6,698",0,0,17,17,99.70%,-,-,99.70%,0,0,0,0,0,0,0,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,"18,694",0,"2,534","21,228","15,159",0,"2,513","17,672","3,535",0,21,"3,556",83.20%,81.10%,-,99.20%,"5,296",0,0,"5,296","1,085","6,381",901,62
RPA,NHS England South East ,Medway NHS Foundation Trust,"10,278",0,"7,905","18,183","6,752",0,"7,127","13,879","3,526",0,778,"4,304",76.30%,65.70%,-,90.20%,"1,858",0,0,"1,858",477,"2,335","1,010",614
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,0,0,"4,488","4,488",0,0,"4,345","4,345",0,0,143,143,96.80%,-,-,96.80%,0,0,0,0,0,0,0,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,"14,284","1,932","3,968","20,184","10,772","1,932","3,875","16,579","3,512",0,93,"3,605",82.10%,75.40%,100.00%,97.70%,"5,691",106,20,"5,817","4,450","10,267",510,0
AQN04,NHS England South East ,Phl Lymington Utc,0,0,"3,611","3,611",0,0,"3,539","3,539",0,0,72,72,98.00%,-,-,98.00%,0,0,0,0,0,0,0,0
RHU,NHS England South East ,Portsmouth Hospitals University NHS Trust,"12,521","1,112","4,119","17,752","8,210","1,097","4,093","13,400","4,311",15,26,"4,352",75.50%,65.60%,98.70%,99.40%,"3,003",0,0,"3,003","2,807","5,810","1,775",979
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,0,0,"5,273","5,273",0,0,"5,182","5,182",0,0,91,91,98.30%,-,-,98.30%,0,0,0,0,0,0,0,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,"5,534","5,534",0,0,"5,238","5,238",0,0,296,296,94.70%,-,-,94.70%,0,0,0,0,0,0,0,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,0,0,"1,603","1,603",0,0,"1,573","1,573",0,0,30,30,98.10%,-,-,98.10%,0,0,4,4,631,635,0,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,"12,356","2,811","2,862","18,029","8,488","2,728","2,862","14,078","3,868",83,0,"3,951",78.10%,68.70%,97.00%,100.00%,"2,281",0,0,"2,281",494,"2,775",310,1
RA2,NHS England South East ,Royal Surrey County Hospital NHS Foundation Trust,"7,504",0,"1,877","9,381","5,164",0,"1,877","7,041","2,340",0,0,"2,340",75.10%,68.80%,-,100.00%,"2,218",0,0,"2,218","1,207","3,425",394,1
NQT51,NHS England South East ,Station Plaza Health Centre,0,0,"1,156","1,156",0,0,"1,156","1,156",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,"10,680",0,0,"10,680","6,496",0,0,"6,496","4,184",0,0,"4,184",60.80%,60.80%,-,-,"4,223",0,0,"4,223","1,035","5,258","1,247",626
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,0,0,"12,805","12,805",0,0,"12,677","12,677",0,0,128,128,99.00%,-,-,99.00%,0,0,0,0,2,2,0,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,"12,306","1,395",0,"13,701","7,093","1,260",0,"8,353","5,213",135,0,"5,348",61.00%,57.60%,90.30%,-,"3,757",10,0,"3,767","1,665","5,432",356,20
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,"29,487","1,566","2,360","33,413","19,203","1,538","2,196","22,937","10,284",28,164,"10,476",68.60%,65.10%,98.20%,93.10%,"9,309",30,51,"9,390","1,736","11,126",935,271
ACH01,NHS England South East ,Whitstable Medical Practice,0,0,"5,094","5,094",0,0,"5,094","5,094",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NTV0W,NHS England South East ,Woking Walk In Centre,0,0,"2,609","2,609",0,0,"2,449","2,449",0,0,160,160,93.90%,-,-,93.90%,0,0,0,0,0,0,0,0
NQT1I,NHS England South West ,Chippenham Community Hospital,0,0,"1,948","1,948",0,0,"1,921","1,921",0,0,27,27,98.60%,-,-,98.60%,0,0,0,0,0,0,0,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,20,20,80,100,0,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,"5,544",0,"4,882","10,426","4,129",0,"4,864","8,993","1,415",0,18,"1,433",86.30%,74.50%,-,99.60%,"2,240",0,0,"2,240",541,"2,781",234,38
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,1,1,0,1,0,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,0,0,"8,928","8,928",0,0,"8,788","8,788",0,0,140,140,98.40%,-,-,98.40%,0,0,0,0,30,30,0,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,"13,696",0,472,"14,168","8,332",0,465,"8,797","5,364",0,7,"5,371",62.10%,60.80%,-,98.50%,"2,970",0,0,"2,970","2,705","5,675",672,202
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,"5,851",0,"5,775","11,626","2,971",0,"5,061","8,032","2,880",0,714,"3,594",69.10%,50.80%,-,87.60%,"2,739",0,0,"2,739","1,377","4,116",928,148
RVJ,NHS England South West ,North Bristol NHS Trust,"9,540",0,0,"9,540","6,079",0,0,"6,079","3,461",0,0,"3,461",63.70%,63.70%,-,-,"2,767",0,0,"2,767","2,387","5,154",740,220
L83087,NHS England South West ,Okehampton Medical Centre,0,0,119,119,0,0,119,119,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,0,0,"1,249","1,249",0,0,"1,247","1,247",0,0,2,2,99.80%,-,-,99.80%,0,0,0,0,0,0,0,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,"7,303",0,"13,900","21,203","4,310",0,"13,111","17,421","2,993",0,789,"3,782",82.20%,59.00%,-,94.30%,"2,703",0,73,"2,776","1,420","4,196",705,178
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,"14,861",0,"4,813","19,674","9,005",0,"4,794","13,799","5,856",0,19,"5,875",70.10%,60.60%,-,99.60%,"3,815",0,0,"3,815","1,921","5,736",950,131
RD1,NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,"8,845",0,0,"8,845","5,554",0,0,"5,554","3,291",0,0,"3,291",62.80%,62.80%,-,-,"2,618",0,14,"2,632","2,200","4,832",706,51
RNZ,NHS England South West ,Salisbury NHS Foundation Trust,"5,096",296,"1,813","7,205","3,214",296,"1,813","5,323","1,882",0,0,"1,882",73.90%,63.10%,100.00%,100.00%,"1,359",0,0,"1,359","1,097","2,456",364,23
NLX,NHS England South West ,Sirona Care & Health,0,0,"9,893","9,893",0,0,"9,581","9,581",0,0,312,312,96.80%,-,-,96.80%,0,0,0,0,0,0,0,0
RH5,NHS England South West ,Somerset NHS Foundation Trust,"13,096",0,"10,095","23,191","8,056",0,"9,921","17,977","5,040",0,174,"5,214",77.50%,61.50%,-,98.30%,"3,230",0,0,"3,230","1,866","5,096",333,75
RYF,NHS England South West ,South Western Ambulance Service NHS Foundation Trust,0,0,"2,069","2,069",0,0,"2,052","2,052",0,0,17,17,99.20%,-,-,99.20%,0,0,0,0,0,0,0,0
AAH,NHS England South West ,Tetbury Hospital Trust Ltd,0,0,688,688,0,0,688,688,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RA9,NHS England South West ,Torbay And South Devon NHS Foundation Trust,"7,463",0,"3,918","11,381","4,500",0,"3,870","8,370","2,963",0,48,"3,011",73.50%,60.30%,-,98.80%,"2,348",0,0,"2,348","1,248","3,596",252,37
G3P9C,NHS England South West ,Trowbridge Minor Injuries Unit,0,0,"1,079","1,079",0,0,"1,077","1,077",0,0,2,2,99.80%,-,-,99.80%,0,0,0,0,0,0,0,0
RA7,NHS England South West ,University Hospitals Bristol And Weston NHS Foundation Trust,"15,810","2,558",0,"18,368","10,795","2,401",0,"13,196","5,015",157,0,"5,172",71.80%,68.30%,93.90%,-,"5,289",8,0,"5,297","1,595","6,892","1,064",161
R0D,NHS England South West ,University Hospitals Dorset NHS Foundation Trust,"15,124",0,"5,243","20,367","9,303",0,"5,243","14,546","5,821",0,0,"5,821",71.40%,61.50%,-,100.00%,"4,258",5,0,"4,263","2,547","6,810",691,67
RK9,NHS England South West ,University Hospitals Plymouth NHS Trust,"9,802",162,"6,098","16,062","5,409",160,"6,048","11,617","4,393",2,50,"4,445",72.30%,55.20%,98.80%,99.20%,"3,095",0,0,"3,095","1,762","4,857",878,255
