Code,Region,Name,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total attendances,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances < 4 hours,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances > 4 hours,Percentage in 4 hours or less (all),Percentage in 4 hours or less (type 1),Percentage in 4 hours or less (type 2),Percentage in 4 hours or less (type 3),Emergency Admissions via Type 1 A&E,Emergency Admissions via Type 2 A&E,Emergency Admissions via Type 3 and 4 A&E,Total Emergency Admissions via A&E,Other Emergency admissions (i.e not via A&E),Total Emergency Admissions,Number of patients spending >4 hours from decision to admit to admission,Number of patients spending >12 hours from decision to admit to admission
RNN,NHS England North East And Yorkshire ,North Cumbria Integrated Care NHS Foundation Trust,"8,919",0,"1,543","10,462","4,569",0,"1,504","6,073","4,350",0,39,"4,389",58.00%,51.20%,-,97.50%,"2,031",0,0,"2,031",393,"2,424","1,238",603
RVW,NHS England North East And Yorkshire ,North Tees And Hartlepool NHS Foundation Trust,"5,067",0,"10,971","16,038","1,951",0,"10,940","12,891","3,116",0,31,"3,147",80.40%,38.50%,-,99.70%,"1,776",0,466,"2,242","2,541","4,783",418,65
RJL,NHS England North East And Yorkshire ,Northern Lincolnshire And Goole NHS Foundation Trust,"9,631",0,"7,459","17,090","3,984",0,"7,418","11,402","5,647",0,41,"5,688",66.70%,41.40%,-,99.50%,"5,644",0,0,"5,644",379,"6,023","1,815","1,139"
RTF,NHS England North East And Yorkshire ,Northumbria Healthcare NHS Foundation Trust,"10,331",0,"12,185","22,516","7,269",0,"12,185","19,454","3,062",0,0,"3,062",86.40%,70.40%,-,100.00%,"3,938",0,13,"3,951",426,"4,377",99,0
RCU,NHS England North East And Yorkshire ,Sheffield Children's NHS Foundation Trust,"4,365",0,468,"4,833","4,051",0,468,"4,519",314,0,0,314,93.50%,92.80%,-,100.00%,"1,056",0,0,"1,056",102,"1,158",3,0
RHQ,NHS England North East And Yorkshire ,Sheffield Teaching Hospitals NHS Foundation Trust,"9,614","1,197","7,934","18,745","4,003","1,099","7,528","12,630","5,611",98,406,"6,115",67.40%,41.60%,91.80%,94.90%,"3,380",0,0,"3,380","3,804","7,184","1,543",16
RTR,NHS England North East And Yorkshire ,South Tees Hospitals NHS Foundation Trust,"7,582",0,"11,175","18,757","3,500",0,"10,683","14,183","4,082",0,492,"4,574",75.60%,46.20%,-,95.60%,"2,510",0,194,"2,704","2,358","5,062",645,58
R0B,NHS England North East And Yorkshire ,South Tyneside And Sunderland NHS Foundation Trust,"12,252","1,155","6,701","20,108","5,778","1,133","6,451","13,362","6,474",22,250,"6,746",66.50%,47.20%,98.10%,96.30%,"4,654",25,0,"4,679","1,096","5,775","1,220",0
RXG,NHS England North East And Yorkshire ,South West Yorkshire Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,129,129,0,0
RTD,NHS England North East And Yorkshire ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,"11,948","1,561","8,508","22,017","6,845","1,495","8,373","16,713","5,103",66,135,"5,304",75.90%,57.30%,95.80%,98.40%,"3,985",40,0,"4,025","2,948","6,973",695,26
RFR,NHS England North East And Yorkshire ,The Rotherham NHS Foundation Trust,"9,772",0,0,"9,772","6,352",0,0,"6,352","3,420",0,0,"3,420",65.00%,65.00%,-,-,"1,789",0,0,"1,789",538,"2,327","1,211",112
AJN,NHS England North East And Yorkshire ,Workington Health Limited,0,0,361,361,0,0,361,361,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RCB,NHS England North East And Yorkshire ,York And Scarborough Teaching Hospitals NHS Foundation Trust,"10,943",321,"6,263","17,527","4,605",321,"6,032","10,958","6,338",0,231,"6,569",62.50%,42.10%,100.00%,96.30%,"5,053",0,0,"5,053","1,604","6,657","1,725",930
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,"6,012",0,0,"6,012","5,189",0,0,"5,189",823,0,0,823,86.30%,86.30%,-,-,937,0,0,937,198,"1,135",0,0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,"9,344",0,"10,207","19,551","4,711",0,"9,977","14,688","4,633",0,230,"4,863",75.10%,50.40%,-,97.70%,"2,759",0,0,"2,759","1,651","4,410","1,228",650
RMC,NHS England North West ,Bolton NHS Foundation Trust,"8,342",0,"3,625","11,967","4,183",0,"3,258","7,441","4,159",0,367,"4,526",62.20%,50.10%,-,89.90%,"2,697",0,90,"2,787","1,014","3,801",976,531
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,0,0,"3,248","3,248",0,0,"3,215","3,215",0,0,33,33,99.00%,-,-,99.00%,0,0,0,0,0,0,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,"5,364",0,"2,417","7,781","2,430",0,"2,000","4,430","2,934",0,417,"3,351",56.90%,45.30%,-,82.70%,"1,851",0,0,"1,851","1,345","3,196","1,127",865
RJN,NHS England North West ,East Cheshire NHS Trust,"4,406",0,77,"4,483","1,852",0,77,"1,929","2,554",0,0,"2,554",43.00%,42.00%,-,100.00%,802,0,0,802,188,990,638,384
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,"13,668",0,"11,193","24,861","8,826",0,"10,427","19,253","4,842",0,766,"5,608",77.40%,64.60%,-,93.20%,"4,058",0,117,"4,175","1,818","5,993","1,711","1,407"
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,"12,225",0,"3,319","15,544","7,345",0,"3,183","10,528","4,880",0,136,"5,016",67.70%,60.10%,-,95.90%,"3,117",0,137,"3,254","1,299","4,553","1,686",523
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,172,172,0,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,"16,639","1,832","7,822","26,293","8,083","1,832","7,535","17,450","8,556",0,287,"8,843",66.40%,48.60%,100.00%,96.30%,"4,953",0,0,"4,953","2,577","7,530","2,224","1,485"
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,0,"1,575",0,"1,575",0,"1,411",0,"1,411",0,164,0,164,89.60%,-,89.60%,-,0,110,0,110,20,130,0,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,"30,523","3,707","11,599","45,829","18,108","3,553","11,175","32,836","12,415",154,424,"12,993",71.60%,59.30%,95.80%,96.30%,"6,111",145,114,"6,370",420,"6,790","4,551",188
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,"17,580",0,"7,205","24,785","10,863",0,"7,133","17,996","6,717",0,72,"6,789",72.60%,61.80%,-,99.00%,"7,732",0,0,"7,732",647,"8,379",983,573
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,0,0,"13,161","13,161",0,0,"12,847","12,847",0,0,314,314,97.60%,-,-,97.60%,0,0,0,0,42,42,0,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,"6,966",0,"2,963","9,929","3,475",0,"2,959","6,434","3,491",0,4,"3,495",64.80%,49.90%,-,99.90%,"2,659",0,0,"2,659",856,"3,515","1,007",590
Y02532,NHS England North West ,Miriam Minor Emergency,0,0,"1,700","1,700",0,0,"1,700","1,700",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,"26,583",0,"9,672","36,255","16,079",0,"9,406","25,485","10,504",0,266,"10,770",70.30%,60.50%,-,97.20%,"7,154",0,384,"7,538","2,471","10,009","2,503","1,610"
NV693,NHS England North West ,Rossendale Miu & Ooh,0,0,854,854,0,0,853,853,0,0,1,1,99.90%,-,-,99.90%,0,0,0,0,0,0,0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,0,0,"1,552","1,552",0,0,"1,548","1,548",0,0,4,4,99.70%,-,-,99.70%,0,0,0,0,0,0,0,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,"8,406",0,"2,502","10,908","4,799",0,"2,429","7,228","3,607",0,73,"3,680",66.30%,57.10%,-,97.10%,"2,693",0,80,"2,773","1,064","3,837","1,219",564
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,"8,815",0,"2,973","11,788","4,254",0,"2,854","7,108","4,561",0,119,"4,680",60.30%,48.30%,-,96.00%,"1,618",0,0,"1,618",274,"1,892","1,136",904
RBV,NHS England North West ,The Christie NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,833,833,0,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,169,169,0,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,"8,826",0,"4,411","13,237","5,085",0,"4,319","9,404","3,741",0,92,"3,833",71.00%,57.60%,-,97.90%,"3,304",0,20,"3,324",908,"4,232","1,473",763
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,"6,962",0,"2,795","9,757","3,405",0,"2,767","6,172","3,557",0,28,"3,585",63.30%,48.90%,-,99.00%,"1,854",0,0,"1,854",148,"2,002","1,562","1,063"
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,0,0,"2,775","2,775",0,0,"2,494","2,494",0,0,281,281,89.90%,-,-,89.90%,0,0,0,0,0,0,0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,"7,867",0,"2,916","10,783","3,306",0,"2,830","6,136","4,561",0,86,"4,647",56.90%,42.00%,-,97.10%,"2,152",0,0,"2,152","1,958","4,110","1,463","1,051"
RRF,NHS England North West ,"Wrightington, Wigan And Leigh Teaching Hospitals NHS Foundation Trust","7,503",0,"4,746","12,249","3,395",0,"4,647","8,042","4,108",0,99,"4,207",65.70%,45.20%,-,97.90%,"1,869",0,0,"1,869",443,"2,312","1,107",567
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,"7,877",0,"2,653","10,530","3,661",0,"2,611","6,272","4,216",0,42,"4,258",59.60%,46.50%,-,98.40%,"3,049",0,0,"3,049",593,"3,642",998,424
NTV0B,NHS England South East ,Ashford Walk-In-Centre,0,0,"2,350","2,350",0,0,"2,322","2,322",0,0,28,28,98.80%,-,-,98.80%,0,0,0,0,0,0,0,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,0,0,"1,325","1,325",0,0,"1,311","1,311",0,0,14,14,98.90%,-,-,98.90%,0,0,34,34,0,34,0,0
Y02676,NHS England South East ,Brighton Station Health Centre,0,0,"1,838","1,838",0,0,"1,838","1,838",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,"9,621","1,253","3,057","13,931","5,732","1,253","3,001","9,986","3,889",0,56,"3,945",71.70%,59.60%,100.00%,98.20%,"3,512",903,0,"4,415","1,239","5,654",627,469
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,"11,427",0,"3,776","15,203","8,385",0,"3,748","12,133","3,042",0,28,"3,070",79.80%,73.40%,-,99.30%,"3,691",0,0,"3,691",317,"4,008","1,038",502
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,"13,369",0,"11,794","25,163","7,197",0,"11,430","18,627","6,172",0,364,"6,536",74.00%,53.80%,-,96.90%,"2,905",0,511,"3,416",547,"3,963","1,719","1,208"
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,"11,309",0,"3,475","14,784","6,733",0,"3,434","10,167","4,576",0,41,"4,617",68.80%,59.50%,-,98.80%,"3,056",0,0,"3,056",573,"3,629",422,197
AQM01,NHS England South East ,Faversham Medical Practice Miu,0,0,"3,162","3,162",0,0,"3,162","3,162",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NDJ,NHS England South East ,First Community Health And Care Cic,0,0,"2,236","2,236",0,0,"2,219","2,219",0,0,17,17,99.20%,-,-,99.20%,0,0,0,0,0,0,0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,"23,318",812,"11,552","35,682","12,201",812,"11,298","24,311","11,117",0,254,"11,371",68.10%,52.30%,100.00%,97.80%,"6,608",0,0,"6,608",123,"6,731","2,015",743
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0,0,"2,858","2,858",0,0,"2,815","2,815",0,0,43,43,98.50%,-,-,98.50%,0,0,0,0,131,131,0,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,"10,362",77,"4,105","14,544","4,352",77,"3,826","8,255","6,010",0,279,"6,289",56.80%,42.00%,100.00%,93.20%,"3,610",8,64,"3,682","1,068","4,750",482,53
NVE43,NHS England South East ,Hastings GP Led Health Centre,0,0,"1,059","1,059",0,0,"1,059","1,059",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
DJV01,NHS England South East ,Herne Bay Health Care Ltd,0,0,"2,650","2,650",0,0,"2,650","2,650",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,"4,100",198,"1,429","5,727","2,383",198,"1,327","3,908","1,717",0,102,"1,819",68.20%,58.10%,100.00%,92.90%,"1,441",0,0,"1,441",104,"1,545",594,307
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,0,0,"6,460","6,460",0,0,"6,422","6,422",0,0,38,38,99.40%,-,-,99.40%,0,0,0,0,0,0,0,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,"19,969",0,"2,135","22,104","14,476",0,"2,107","16,583","5,493",0,28,"5,521",75.00%,72.50%,-,98.70%,"2,507",0,0,"2,507",580,"3,087","1,539",629
RPA,NHS England South East ,Medway NHS Foundation Trust,"9,837",0,"6,634","16,471","5,670",0,"5,868","11,538","4,167",0,766,"4,933",70.10%,57.60%,-,88.50%,"1,796",0,0,"1,796",424,"2,220","1,181",869
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,0,0,"3,872","3,872",0,0,"3,754","3,754",0,0,118,118,97.00%,-,-,97.00%,0,0,0,0,0,0,0,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,"14,044","1,803","3,650","19,497","9,741","1,803","3,577","15,121","4,303",0,73,"4,376",77.60%,69.40%,100.00%,98.00%,"5,288",80,13,"5,381","4,730","10,111",643,23
AQN04,NHS England South East ,Phl Lymington Utc,0,0,"2,721","2,721",0,0,"2,708","2,708",0,0,13,13,99.50%,-,-,99.50%,0,0,0,0,0,0,0,0
RHU,NHS England South East ,Portsmouth Hospitals University NHS Trust,"12,873","1,050","3,975","17,898","8,000","1,044","3,967","13,011","4,873",6,8,"4,887",72.70%,62.10%,99.40%,99.80%,"3,282",0,0,"3,282","2,513","5,795","2,119","1,400"
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,0,0,"5,146","5,146",0,0,"5,075","5,075",0,0,71,71,98.60%,-,-,98.60%,0,0,0,0,0,0,0,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,"5,131","5,131",0,0,"4,901","4,901",0,0,230,230,95.50%,-,-,95.50%,0,0,0,0,0,0,0,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,0,0,"1,167","1,167",0,0,"1,163","1,163",0,0,4,4,99.70%,-,-,99.70%,0,0,8,8,462,470,0,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,"12,549","2,468","2,623","17,640","7,880","2,400","2,623","12,903","4,669",68,0,"4,737",73.10%,62.80%,97.20%,100.00%,"2,349",0,0,"2,349",337,"2,686",347,11
RA2,NHS England South East ,Royal Surrey NHS Foundation Trust,"7,619",0,"1,920","9,539","4,600",0,"1,920","6,520","3,019",0,0,"3,019",68.40%,60.40%,-,100.00%,"2,332",0,0,"2,332","1,169","3,501",679,136
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,"10,034",0,0,"10,034","5,616",0,0,"5,616","4,418",0,0,"4,418",56.00%,56.00%,-,-,"3,126",0,0,"3,126",966,"4,092","1,298",783
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,0,0,"11,207","11,207",0,0,"11,081","11,081",0,0,126,126,98.90%,-,-,98.90%,0,0,0,0,0,0,0,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,"11,380","1,232",0,"12,612","7,198","1,187",0,"8,385","4,182",45,0,"4,227",66.50%,63.30%,96.30%,-,"4,166",4,0,"4,170","1,779","5,949",449,11
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,"28,947","1,465","2,112","32,524","16,945","1,442","1,888","20,275","12,002",23,224,"12,249",62.30%,58.50%,98.40%,89.40%,"8,697",22,59,"8,778","1,915","10,693","2,148","1,196"
ACH01,NHS England South East ,Whitstable Medical Practice,0,0,"4,990","4,990",0,0,"4,990","4,990",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NTV0W,NHS England South East ,Woking Walk In Centre,0,0,"2,724","2,724",0,0,"2,702","2,702",0,0,22,22,99.20%,-,-,99.20%,0,0,0,0,0,0,0,0
NQT1I,NHS England South West ,Chippenham Community Hospital,0,0,"1,504","1,504",0,0,"1,490","1,490",0,0,14,14,99.10%,-,-,99.10%,0,0,0,0,0,0,0,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,13,13,91,104,0,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,"5,013",0,"3,627","8,640","3,085",0,"3,625","6,710","1,928",0,2,"1,930",77.70%,61.50%,-,99.90%,"2,039",0,0,"2,039",494,"2,533",343,114
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,2,2,0,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,0,0,"7,989","7,989",0,0,"7,884","7,884",0,0,105,105,98.70%,-,-,98.70%,0,0,1,1,27,28,0,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,"13,631",0,0,"13,631","8,218",0,0,"8,218","5,413",0,0,"5,413",60.30%,60.30%,-,-,"2,920",0,0,"2,920","3,149","6,069",861,543
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,"6,337",0,"5,333","11,670","2,789",0,"4,994","7,783","3,548",0,339,"3,887",66.70%,44.00%,-,93.60%,"2,807",0,0,"2,807","1,250","4,057",990,463
RVJ,NHS England South West ,North Bristol NHS Trust,"9,095",0,0,"9,095","5,480",0,0,"5,480","3,615",0,0,"3,615",60.30%,60.30%,-,-,"3,547",0,0,"3,547","2,554","6,101","1,087",564
L83087,NHS England South West ,Okehampton Medical Centre,0,0,62,62,0,0,62,62,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,0,0,"1,043","1,043",0,0,"1,038","1,038",0,0,5,5,99.50%,-,-,99.50%,0,0,0,0,0,0,0,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,"6,796",0,"10,651","17,447","3,064",0,"9,988","13,052","3,732",0,663,"4,395",74.80%,45.10%,-,93.80%,"2,729",0,42,"2,771","1,282","4,053","1,386",773
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,"14,166",0,"3,991","18,157","7,676",0,"3,982","11,658","6,490",0,9,"6,499",64.20%,54.20%,-,99.80%,"3,325",0,0,"3,325","2,070","5,395","1,503",430
RD1,NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,"8,979",0,0,"8,979","4,867",0,0,"4,867","4,112",0,0,"4,112",54.20%,54.20%,-,-,"2,945",0,7,"2,952","2,141","5,093","1,386",328
RNZ,NHS England South West ,Salisbury NHS Foundation Trust,"4,901",339,"2,028","7,268","2,642",339,"2,028","5,009","2,259",0,0,"2,259",68.90%,53.90%,100.00%,100.00%,"1,455",0,0,"1,455","1,008","2,463",605,171
NLX,NHS England South West ,Sirona Care & Health,0,0,"8,191","8,191",0,0,"8,026","8,026",0,0,165,165,98.00%,-,-,98.00%,0,0,0,0,0,0,0,0
RH5,NHS England South West ,Somerset NHS Foundation Trust,"11,844",0,"9,216","21,060","5,265",0,"8,906","14,171","6,579",0,310,"6,889",67.30%,44.50%,-,96.60%,"3,381",0,0,"3,381","1,711","5,092","1,169",330
RYF,NHS England South West ,South Western Ambulance Service NHS Foundation Trust,0,0,"1,900","1,900",0,0,"1,873","1,873",0,0,27,27,98.60%,-,-,98.60%,0,0,0,0,0,0,0,0
AAH,NHS England South West ,Tetbury Hospital Trust Ltd,0,0,589,589,0,0,588,588,0,0,1,1,99.80%,-,-,99.80%,0,0,0,0,0,0,0,0
RA9,NHS England South West ,Torbay And South Devon NHS Foundation Trust,"6,905",0,"3,268","10,173","3,643",0,"3,265","6,908","3,262",0,3,"3,265",67.90%,52.80%,-,99.90%,"2,135",0,0,"2,135","1,283","3,418",308,106
G3P9C,NHS England South West ,Trowbridge Minor Injuries Unit,0,0,"1,052","1,052",0,0,"1,050","1,050",0,0,2,2,99.80%,-,-,99.80%,0,0,0,0,0,0,0,0
RA7,NHS England South West ,University Hospitals Bristol And Weston NHS Foundation Trust,"15,960","2,416",0,"18,376","9,949","2,234",0,"12,183","6,011",182,0,"6,193",66.30%,62.30%,92.50%,-,"5,067",11,0,"5,078","1,695","6,773","1,870",793
R0D,NHS England South West ,University Hospitals Dorset NHS Foundation Trust,"14,299",0,"4,003","18,302","7,534",0,"4,003","11,537","6,765",0,0,"6,765",63.00%,52.70%,-,100.00%,"4,284",2,0,"4,286","2,619","6,905","1,870",698
RK9,NHS England South West ,University Hospitals Plymouth NHS Trust,"8,852",147,"7,802","16,801","3,208",130,"7,621","10,959","5,644",17,181,"5,842",65.20%,36.20%,88.40%,97.70%,"3,104",0,0,"3,104","1,867","4,971","1,366",807
