Code,Region,Name,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total attendances,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances < 4 hours,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances > 4 hours,Percentage in 4 hours or less (all),Percentage in 4 hours or less (type 1),Percentage in 4 hours or less (type 2),Percentage in 4 hours or less (type 3),Emergency Admissions via Type 1 A&E,Emergency Admissions via Type 2 A&E,Emergency Admissions via Type 3 and 4 A&E,Total Emergency Admissions via A&E,Other Emergency admissions (i.e not via A&E),Total Emergency Admissions,Number of patients spending >4 hours from decision to admit to admission,Number of patients spending >12 hours from decision to admit to admission
RNN,NHS England North East And Yorkshire ,North Cumbria Integrated Care NHS Foundation Trust,"8,831",0,"1,721","10,552","4,262",0,"1,665","5,927","4,569",0,56,"4,625",56.20%,48.30%,-,96.70%,"2,139",0,0,"2,139",474,"2,613","1,185",432
RVW,NHS England North East And Yorkshire ,North Tees And Hartlepool NHS Foundation Trust,"5,042",0,"11,490","16,532","2,107",0,"11,453","13,560","2,935",0,37,"2,972",82.00%,41.80%,-,99.70%,"1,733",0,526,"2,259","2,384","4,643",293,29
RJL,NHS England North East And Yorkshire ,Northern Lincolnshire And Goole NHS Foundation Trust,"9,695",0,"7,538","17,233","4,194",0,"7,454","11,648","5,501",0,84,"5,585",67.60%,43.30%,-,98.90%,"5,534",0,0,"5,534",440,"5,974","1,555",857
RTF,NHS England North East And Yorkshire ,Northumbria Healthcare NHS Foundation Trust,"10,619",0,"12,504","23,123","8,042",0,"12,504","20,546","2,577",0,0,"2,577",88.90%,75.70%,-,100.00%,"4,313",0,8,"4,321",505,"4,826",20,0
RCU,NHS England North East And Yorkshire ,Sheffield Children's NHS Foundation Trust,"5,280",0,750,"6,030","4,559",0,745,"5,304",721,0,5,726,88.00%,86.30%,-,99.30%,"1,227",0,0,"1,227",101,"1,328",24,0
RHQ,NHS England North East And Yorkshire ,Sheffield Teaching Hospitals NHS Foundation Trust,"9,284","1,047","8,400","18,731","4,666",965,"7,951","13,582","4,618",82,449,"5,149",72.50%,50.30%,92.20%,94.70%,"3,194",0,0,"3,194","3,560","6,754",992,9
RTR,NHS England North East And Yorkshire ,South Tees Hospitals NHS Foundation Trust,"7,413",0,"11,241","18,654","3,652",0,"10,837","14,489","3,761",0,404,"4,165",77.70%,49.30%,-,96.40%,"2,273",0,359,"2,632","2,186","4,818",396,24
R0B,NHS England North East And Yorkshire ,South Tyneside And Sunderland NHS Foundation Trust,"12,607","1,157","7,077","20,841","6,483","1,148","6,768","14,399","6,124",9,309,"6,442",69.10%,51.40%,99.20%,95.60%,"4,606",26,0,"4,632","1,136","5,768",921,2
RXG,NHS England North East And Yorkshire ,South West Yorkshire Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,108,108,0,0
RTD,NHS England North East And Yorkshire ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,"13,567","1,570","7,815","22,952","8,006","1,516","7,803","17,325","5,561",54,12,"5,627",75.50%,59.00%,96.60%,99.80%,"3,864",15,0,"3,879","2,708","6,587",634,48
RFR,NHS England North East And Yorkshire ,The Rotherham NHS Foundation Trust,"9,394",0,0,"9,394","6,616",0,0,"6,616","2,778",0,0,"2,778",70.40%,70.40%,-,-,"1,754",0,0,"1,754",514,"2,268",408,0
AJN,NHS England North East And Yorkshire ,Workington Health Limited,0,0,337,337,0,0,337,337,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RCB,NHS England North East And Yorkshire ,York And Scarborough Teaching Hospitals NHS Foundation Trust,"11,171",281,"7,361","18,813","5,698",281,"7,117","13,096","5,473",0,244,"5,717",69.60%,51.00%,100.00%,96.70%,"5,058",0,0,"5,058","1,646","6,704","1,113",306
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,"6,725",0,0,"6,725","5,644",0,0,"5,644","1,081",0,0,"1,081",83.90%,83.90%,-,-,976,0,0,976,219,"1,195",0,0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,"9,313",0,"10,423","19,736","4,774",0,"10,346","15,120","4,539",0,77,"4,616",76.60%,51.30%,-,99.30%,"2,699",0,0,"2,699","1,163","3,862",978,404
RMC,NHS England North West ,Bolton NHS Foundation Trust,"8,802",0,"3,795","12,597","4,157",0,"3,527","7,684","4,645",0,268,"4,913",61.00%,47.20%,-,92.90%,"2,523",0,98,"2,621","1,238","3,859",862,395
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,0,0,"3,053","3,053",0,0,"2,932","2,932",0,0,121,121,96.00%,-,-,96.00%,0,0,0,0,0,0,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,"5,805",0,"2,238","8,043","2,976",0,"1,886","4,862","2,829",0,352,"3,181",60.50%,51.30%,-,84.30%,"1,878",0,0,"1,878","1,236","3,114","1,031",613
RJN,NHS England North West ,East Cheshire NHS Trust,"4,596",0,75,"4,671","2,295",0,75,"2,370","2,301",0,0,"2,301",50.70%,49.90%,-,100.00%,740,0,0,740,172,912,721,549
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,"14,006",0,"10,880","24,886","9,357",0,"10,182","19,539","4,649",0,698,"5,347",78.50%,66.80%,-,93.60%,"4,053",0,104,"4,157","1,787","5,944","1,576","1,284"
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,"12,558",0,"3,474","16,032","7,966",0,"3,258","11,224","4,592",0,216,"4,808",70.00%,63.40%,-,93.80%,"2,986",0,135,"3,121","1,256","4,377","1,431",471
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,172,172,0,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,"16,940","1,709","8,379","27,028","8,822","1,709","7,870","18,401","8,118",0,509,"8,627",68.10%,52.10%,100.00%,93.90%,"5,177",0,0,"5,177","2,351","7,528","1,900","1,040"
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,0,"1,482",0,"1,482",0,"1,196",0,"1,196",0,286,0,286,80.70%,-,80.70%,-,0,118,0,118,12,130,0,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,"30,919","3,333","11,682","45,934","18,833","3,134","11,283","33,250","12,086",199,399,"12,684",72.40%,60.90%,94.00%,96.60%,"5,949",106,104,"6,159",477,"6,636","3,427",101
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,"17,909",0,"7,184","25,093","10,917",0,"7,064","17,981","6,992",0,120,"7,112",71.70%,61.00%,-,98.30%,"7,419",0,0,"7,419",658,"8,077",991,471
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,0,0,"14,116","14,116",0,0,"13,542","13,542",0,0,574,574,95.90%,-,-,95.90%,0,0,0,0,29,29,0,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,"7,319",0,"3,073","10,392","3,558",0,"3,073","6,631","3,761",0,0,"3,761",63.80%,48.60%,-,100.00%,"2,331",0,0,"2,331",836,"3,167","1,045",569
Y02532,NHS England North West ,Miriam Minor Emergency,0,0,"1,650","1,650",0,0,"1,650","1,650",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,"26,810",0,"9,407","36,217","15,645",0,"9,106","24,751","11,165",0,301,"11,466",68.30%,58.40%,-,96.80%,"7,894",0,420,"8,314","2,150","10,464","2,358","1,068"
NV693,NHS England North West ,Rossendale Miu & Ooh,0,0,889,889,0,0,889,889,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,0,0,"1,681","1,681",0,0,"1,676","1,676",0,0,5,5,99.70%,-,-,99.70%,0,0,0,0,0,0,0,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,"8,454",0,"2,582","11,036","5,147",0,"2,524","7,671","3,307",0,58,"3,365",69.50%,60.90%,-,97.80%,"2,622",0,61,"2,683",941,"3,624","1,089",445
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,"8,801",0,"3,268","12,069","4,748",0,"3,055","7,803","4,053",0,213,"4,266",64.70%,53.90%,-,93.50%,"1,715",0,0,"1,715",279,"1,994","1,084",655
RBV,NHS England North West ,The Christie NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,752,752,0,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,163,163,0,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,"9,205",0,"4,346","13,551","5,290",0,"4,200","9,490","3,915",0,146,"4,061",70.00%,57.50%,-,96.60%,"3,041",0,19,"3,060",923,"3,983","1,244",551
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,"7,234",0,"3,002","10,236","3,720",0,"2,924","6,644","3,514",0,78,"3,592",64.90%,51.40%,-,97.40%,"1,968",0,0,"1,968",165,"2,133","1,537",922
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,0,0,"4,139","4,139",0,0,"3,746","3,746",0,0,393,393,90.50%,-,-,90.50%,0,0,0,0,0,0,0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,"8,090",0,"2,903","10,993","4,040",0,"2,785","6,825","4,050",0,118,"4,168",62.10%,49.90%,-,95.90%,"2,191",0,0,"2,191","1,686","3,877","1,327",875
RRF,NHS England North West ,"Wrightington, Wigan And Leigh NHS Foundation Trust","8,206",0,"4,673","12,879","4,525",0,"4,594","9,119","3,681",0,79,"3,760",70.80%,55.10%,-,98.30%,"2,486",0,0,"2,486",481,"2,967","1,115",466
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,"7,533",0,"2,830","10,363","4,078",0,"2,805","6,883","3,455",0,25,"3,480",66.40%,54.10%,-,99.10%,"3,065",0,0,"3,065",557,"3,622",846,325
NTV0B,NHS England South East ,Ashford Walk-In-Centre,0,0,"2,312","2,312",0,0,"2,249","2,249",0,0,63,63,97.30%,-,-,97.30%,0,0,0,0,0,0,0,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,0,0,"1,168","1,168",0,0,"1,163","1,163",0,0,5,5,99.60%,-,-,99.60%,0,0,25,25,0,25,0,0
Y02676,NHS England South East ,Brighton Station Health Centre,0,0,"1,946","1,946",0,0,"1,946","1,946",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,"9,743","1,170","2,989","13,902","5,416","1,170","2,929","9,515","4,327",0,60,"4,387",68.40%,55.60%,100.00%,98.00%,"3,449",843,0,"4,292","1,075","5,367",503,268
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,"11,842",0,"3,704","15,546","8,773",0,"3,692","12,465","3,069",0,12,"3,081",80.20%,74.10%,-,99.70%,"3,615",0,0,"3,615",362,"3,977",938,249
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,"13,224",0,"12,472","25,696","7,654",0,"12,178","19,832","5,570",0,294,"5,864",77.20%,57.90%,-,97.60%,"2,896",0,564,"3,460",474,"3,934","1,601","1,105"
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,"10,997",0,"4,136","15,133","6,831",0,"4,104","10,935","4,166",0,32,"4,198",72.30%,62.10%,-,99.20%,"2,688",0,0,"2,688",515,"3,203",379,101
AQM01,NHS England South East ,Faversham Medical Practice Miu,0,0,"2,962","2,962",0,0,"2,962","2,962",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NDJ,NHS England South East ,First Community Health And Care Cic,0,0,"2,144","2,144",0,0,"2,136","2,136",0,0,8,8,99.60%,-,-,99.60%,0,0,0,0,0,0,0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,"22,861",800,"11,293","34,954","13,402",800,"10,948","25,150","9,459",0,345,"9,804",72.00%,58.60%,100.00%,96.90%,"6,619",0,0,"6,619",161,"6,780","1,643",427
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0,0,"2,719","2,719",0,0,"2,686","2,686",0,0,33,33,98.80%,-,-,98.80%,0,0,0,0,121,121,0,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,"10,970",69,"3,247","14,286","6,249",69,"3,122","9,440","4,721",0,125,"4,846",66.10%,57.00%,100.00%,96.20%,"3,429",8,60,"3,497","1,174","4,671",83,6
NVE43,NHS England South East ,Hastings GP Led Health Centre,0,0,993,993,0,0,993,993,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
DJV01,NHS England South East ,Herne Bay Health Care Ltd,0,0,"2,536","2,536",0,0,"2,536","2,536",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,"4,242",253,"1,540","6,035","2,697",253,"1,482","4,432","1,545",0,58,"1,603",73.40%,63.60%,100.00%,96.20%,"1,299",0,0,"1,299",260,"1,559",382,151
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,0,0,"6,044","6,044",0,0,"6,017","6,017",0,0,27,27,99.60%,-,-,99.60%,0,0,0,0,0,0,0,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,"19,258",0,"1,841","21,099","15,205",0,"1,784","16,989","4,053",0,57,"4,110",80.50%,79.00%,-,96.90%,"2,378",0,0,"2,378",649,"3,027","1,235",247
RPA,NHS England South East ,Medway NHS Foundation Trust,"9,778",0,"6,743","16,521","6,320",0,"5,890","12,210","3,458",0,853,"4,311",73.90%,64.60%,-,87.30%,"1,852",0,0,"1,852",424,"2,276",970,591
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,0,0,"3,576","3,576",0,0,"3,466","3,466",0,0,110,110,96.90%,-,-,96.90%,0,0,0,0,0,0,0,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,"14,080","1,785","3,739","19,604","9,579","1,785","3,598","14,962","4,501",0,141,"4,642",76.30%,68.00%,100.00%,96.20%,"5,221",88,15,"5,324","4,358","9,682",437,1
AQN04,NHS England South East ,Phl Lymington Utc,0,0,"2,821","2,821",0,0,"2,808","2,808",0,0,13,13,99.50%,-,-,99.50%,0,0,0,0,0,0,0,0
RHU,NHS England South East ,Portsmouth Hospitals University NHS Trust,"12,950",934,"3,847","17,731","8,090",923,"3,830","12,843","4,860",11,17,"4,888",72.40%,62.50%,98.80%,99.60%,"3,048",0,0,"3,048","2,242","5,290","1,962","1,284"
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,0,0,"5,388","5,388",0,0,"5,263","5,263",0,0,125,125,97.70%,-,-,97.70%,0,0,0,0,0,0,0,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,"5,182","5,182",0,0,"4,810","4,810",0,0,372,372,92.80%,-,-,92.80%,0,0,0,0,0,0,0,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,0,0,"1,200","1,200",0,0,"1,188","1,188",0,0,12,12,99.00%,-,-,99.00%,0,0,3,3,501,504,0,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,"12,321","2,424","2,674","17,419","8,479","2,400","2,674","13,553","3,842",24,0,"3,866",77.80%,68.80%,99.00%,100.00%,"2,319",0,0,"2,319",373,"2,692",501,7
RA2,NHS England South East ,Royal Surrey NHS Foundation Trust,"7,556",0,"1,838","9,394","5,259",0,"1,838","7,097","2,297",0,0,"2,297",75.50%,69.60%,-,100.00%,"2,209",0,0,"2,209","1,048","3,257",394,20
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,"10,560",0,0,"10,560","6,092",0,0,"6,092","4,468",0,0,"4,468",57.70%,57.70%,-,-,"2,975",0,0,"2,975",901,"3,876","1,230",702
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,0,0,"10,995","10,995",0,0,"10,827","10,827",0,0,168,168,98.50%,-,-,98.50%,0,0,0,0,0,0,0,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,"12,376","1,187",0,"13,563","7,469","1,087",0,"8,556","4,907",100,0,"5,007",63.10%,60.40%,91.60%,-,"4,228",12,0,"4,240","1,511","5,751",560,12
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,"28,778","1,432","2,116","32,326","18,072","1,363","1,938","21,373","10,706",69,178,"10,953",66.10%,62.80%,95.20%,91.60%,"8,281",30,64,"8,375","1,736","10,111","1,573",804
ACH01,NHS England South East ,Whitstable Medical Practice,0,0,"4,747","4,747",0,0,"4,747","4,747",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NTV0W,NHS England South East ,Woking Walk In Centre,0,0,"2,487","2,487",0,0,"2,420","2,420",0,0,67,67,97.30%,-,-,97.30%,0,0,0,0,0,0,0,0
NQT1I,NHS England South West ,Chippenham Community Hospital,0,0,"1,505","1,505",0,0,"1,495","1,495",0,0,10,10,99.30%,-,-,99.30%,0,0,0,0,0,0,0,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,7,7,69,76,0,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,"4,820",0,"3,693","8,513","3,183",0,"3,689","6,872","1,637",0,4,"1,641",80.70%,66.00%,-,99.90%,"1,894",0,0,"1,894",482,"2,376",230,61
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,1,1,1,2,0,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,0,0,"7,517","7,517",0,0,"7,388","7,388",0,0,129,129,98.30%,-,-,98.30%,0,0,0,0,27,27,0,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,"13,819",0,0,"13,819","8,867",0,0,"8,867","4,952",0,0,"4,952",64.20%,64.20%,-,-,"2,868",0,0,"2,868","2,639","5,507",819,389
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,"6,143",0,"5,510","11,653","3,196",0,"5,092","8,288","2,947",0,418,"3,365",71.10%,52.00%,-,92.40%,"2,697",0,0,"2,697","1,300","3,997",994,326
RVJ,NHS England South West ,North Bristol NHS Trust,"9,173",0,0,"9,173","6,098",0,0,"6,098","3,075",0,0,"3,075",66.50%,66.50%,-,-,"3,429",0,0,"3,429","2,260","5,689",920,366
L83087,NHS England South West ,Okehampton Medical Centre,0,0,82,82,0,0,82,82,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,0,0,992,992,0,0,990,990,0,0,2,2,99.80%,-,-,99.80%,0,0,0,0,0,0,0,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,"6,339",0,"10,401","16,740","3,547",0,"9,924","13,471","2,792",0,477,"3,269",80.50%,56.00%,-,95.40%,"2,253",0,51,"2,304","1,380","3,684",998,599
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,"13,854",0,"4,092","17,946","7,980",0,"4,090","12,070","5,874",0,2,"5,876",67.30%,57.60%,-,100.00%,"3,182",0,0,"3,182","1,878","5,060","1,082",207
RD1,NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,"8,866",0,0,"8,866","5,116",0,0,"5,116","3,750",0,0,"3,750",57.70%,57.70%,-,-,"2,610",0,13,"2,623","2,018","4,641","1,042",155
RNZ,NHS England South West ,Salisbury NHS Foundation Trust,"4,723",301,"1,798","6,822","3,024",301,"1,798","5,123","1,699",0,0,"1,699",75.10%,64.00%,100.00%,100.00%,"1,492",0,0,"1,492",993,"2,485",433,54
NLX,NHS England South West ,Sirona Care & Health,0,0,"7,953","7,953",0,0,"7,709","7,709",0,0,244,244,96.90%,-,-,96.90%,0,0,0,0,0,0,0,0
RH5,NHS England South West ,Somerset NHS Foundation Trust,"11,913",0,"8,719","20,632","5,922",0,"8,513","14,435","5,991",0,206,"6,197",70.00%,49.70%,-,97.60%,"3,286",0,0,"3,286","1,454","4,740",451,87
RYF,NHS England South West ,South Western Ambulance Service NHS Foundation Trust,0,0,"1,907","1,907",0,0,"1,889","1,889",0,0,18,18,99.10%,-,-,99.10%,0,0,0,0,0,0,0,0
AAH,NHS England South West ,Tetbury Hospital Trust Ltd,0,0,503,503,0,0,503,503,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RA9,NHS England South West ,Torbay And South Devon NHS Foundation Trust,"7,088",0,"3,067","10,155","3,884",0,"3,053","6,937","3,204",0,14,"3,218",68.30%,54.80%,-,99.50%,"2,342",0,0,"2,342","1,199","3,541",197,42
G3P9C,NHS England South West ,Trowbridge Minor Injuries Unit,0,0,990,990,0,0,989,989,0,0,1,1,99.90%,-,-,99.90%,0,0,0,0,0,0,0,0
RA7,NHS England South West ,University Hospitals Bristol And Weston NHS Foundation Trust,"16,630","2,302",0,"18,932","10,434","2,149",0,"12,583","6,196",153,0,"6,349",66.50%,62.70%,93.40%,-,"5,062",10,0,"5,072","1,473","6,545","1,431",243
R0D,NHS England South West ,University Hospitals Dorset NHS Foundation Trust,"14,479",0,"4,764","19,243","8,189",0,"4,764","12,953","6,290",0,0,"6,290",67.30%,56.60%,-,100.00%,"4,286",3,0,"4,289","2,408","6,697","1,390",324
RK9,NHS England South West ,University Hospitals Plymouth NHS Trust,"8,763",88,"7,292","16,143","4,073",86,"7,219","11,378","4,690",2,73,"4,765",70.50%,46.50%,97.70%,99.00%,"3,081",0,0,"3,081","1,822","4,903","1,060",373
