Code,Region,Name,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total attendances,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances < 4 hours,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances > 4 hours,Percentage in 4 hours or less (all),Percentage in 4 hours or less (type 1),Percentage in 4 hours or less (type 2),Percentage in 4 hours or less (type 3),Emergency Admissions via Type 1 A&E,Emergency Admissions via Type 2 A&E,Emergency Admissions via Type 3 and 4 A&E,Total Emergency Admissions via A&E,Other Emergency admissions (i.e not via A&E),Total Emergency Admissions,Number of patients spending >4 hours from decision to admit to admission,Number of patients spending >12 hours from decision to admit to admission
RCB,NHS England North East And Yorkshire ,York And Scarborough Teaching Hospitals NHS Foundation Trust,"10,917",367,"7,767","19,051","5,223",367,"7,306","12,896","5,694",0,461,"6,155",67.70%,47.80%,100.00%,94.10%,"4,898",0,0,"4,898","1,782","6,680","1,335",535
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,"5,271",0,0,"5,271","4,602",0,0,"4,602",669,0,0,669,87.30%,87.30%,-,-,815,0,0,815,275,"1,090",0,0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,"9,200",0,"10,035","19,235","4,779",0,"9,961","14,740","4,421",0,74,"4,495",76.60%,51.90%,-,99.30%,"2,855",0,0,"2,855","1,226","4,081","1,144",415
RMC,NHS England North West ,Bolton NHS Foundation Trust,"8,167",0,"3,749","11,916","4,343",0,"3,480","7,823","3,824",0,269,"4,093",65.70%,53.20%,-,92.80%,"2,612",0,115,"2,727",947,"3,674",749,213
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,0,0,"2,925","2,925",0,0,"2,871","2,871",0,0,54,54,98.20%,-,-,98.20%,0,0,0,0,0,0,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,"5,335",0,"2,421","7,756","2,589",0,"2,234","4,823","2,746",0,187,"2,933",62.20%,48.50%,-,92.30%,"1,829",0,0,"1,829","1,217","3,046","1,115",747
RJN,NHS England North West ,East Cheshire NHS Trust,"4,527",0,72,"4,599","2,027",0,72,"2,099","2,500",0,0,"2,500",45.60%,44.80%,-,100.00%,793,0,0,793,163,956,630,385
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,"13,452",0,"10,742","24,194","9,011",0,"10,215","19,226","4,441",0,527,"4,968",79.50%,67.00%,-,95.10%,"3,946",0,69,"4,015","1,698","5,713","1,343",978
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,"12,338",0,"3,117","15,455","7,660",0,"3,015","10,675","4,678",0,102,"4,780",69.10%,62.10%,-,96.70%,"2,955",0,117,"3,072","1,251","4,323","1,574",465
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,134,134,0,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,"16,759","1,819","8,245","26,823","8,480","1,810","8,013","18,303","8,279",9,232,"8,520",68.20%,50.60%,99.50%,97.20%,"4,939",0,0,"4,939","2,297","7,236","2,881",887
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,0,"1,461",0,"1,461",0,"1,366",0,"1,366",0,95,0,95,93.50%,-,93.50%,-,0,92,0,92,7,99,0,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,"28,676","3,524","11,703","43,903","16,266","3,377","11,363","31,006","12,410",147,340,"12,897",70.60%,56.70%,95.80%,97.10%,"5,734",131,97,"5,962",499,"6,461","3,330",105
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,"17,500",0,"6,989","24,489","11,037",0,"6,905","17,942","6,463",0,84,"6,547",73.30%,63.10%,-,98.80%,"7,822",0,0,"7,822",635,"8,457",931,367
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,0,0,"13,214","13,214",0,0,"12,979","12,979",0,0,235,235,98.20%,-,-,98.20%,0,0,0,0,47,47,0,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,"6,842",0,"3,097","9,939","2,956",0,"3,088","6,044","3,886",0,9,"3,895",60.80%,43.20%,-,99.70%,"1,968",0,0,"1,968",680,"2,648",952,497
Y02532,NHS England North West ,Miriam Minor Emergency,0,0,"1,605","1,605",0,0,"1,605","1,605",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,"26,117",0,"9,791","35,908","16,247",0,"9,390","25,637","9,870",0,401,"10,271",71.40%,62.20%,-,95.90%,"7,636",0,443,"8,079","2,086","10,165","2,112","1,095"
NV693,NHS England North West ,Rossendale Miu & Ooh,0,0,"1,041","1,041",0,0,"1,039","1,039",0,0,2,2,99.80%,-,-,99.80%,0,0,0,0,0,0,0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,0,0,"1,565","1,565",0,0,"1,558","1,558",0,0,7,7,99.60%,-,-,99.60%,0,0,0,0,0,0,0,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,"8,302",0,"2,408","10,710","4,928",0,"2,365","7,293","3,374",0,43,"3,417",68.10%,59.40%,-,98.20%,"2,759",0,67,"2,826",818,"3,644","1,011",324
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,"8,860",0,"2,445","11,305","4,958",0,"2,403","7,361","3,902",0,42,"3,944",65.10%,56.00%,-,98.30%,"1,605",0,0,"1,605",225,"1,830","1,055",650
RBV,NHS England North West ,The Christie NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,864,864,0,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,182,182,0,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,"9,160",0,"4,392","13,552","5,668",0,"4,308","9,976","3,492",0,84,"3,576",73.60%,61.90%,-,98.10%,"3,093",0,16,"3,109",906,"4,015","1,222",591
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,"7,043",0,"3,037","10,080","3,544",0,"2,991","6,535","3,499",0,46,"3,545",64.80%,50.30%,-,98.50%,"1,693",0,0,"1,693",143,"1,836","1,425",891
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,0,0,"4,025","4,025",0,0,"3,807","3,807",0,0,218,218,94.60%,-,-,94.60%,0,0,0,0,0,0,0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,"8,030",0,"2,926","10,956","3,430",0,"2,829","6,259","4,600",0,97,"4,697",57.10%,42.70%,-,96.70%,"2,039",0,0,"2,039","1,799","3,838","1,259",696
RRF,NHS England North West ,"Wrightington, Wigan And Leigh NHS Foundation Trust","7,389",0,"4,941","12,330","4,302",0,"4,900","9,202","3,087",0,41,"3,128",74.60%,58.20%,-,99.20%,"2,332",0,0,"2,332",566,"2,898","1,079",439
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,"7,056",0,"2,773","9,829","3,659",0,"2,750","6,409","3,397",0,23,"3,420",65.20%,51.90%,-,99.20%,"2,887",0,0,"2,887",624,"3,511",817,299
NTV0B,NHS England South East ,Ashford Walk-In-Centre,0,0,"2,374","2,374",0,0,"2,340","2,340",0,0,34,34,98.60%,-,-,98.60%,0,0,0,0,0,0,0,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,0,0,"1,480","1,480",0,0,"1,470","1,470",0,0,10,10,99.30%,-,-,99.30%,0,0,33,33,0,33,0,0
Y02676,NHS England South East ,Brighton Station Health Centre,0,0,"1,825","1,825",0,0,"1,825","1,825",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,"10,740","1,186","3,058","14,984","6,661","1,186","2,960","10,807","4,079",0,98,"4,177",72.10%,62.00%,100.00%,96.80%,"4,018",861,0,"4,879","1,329","6,208",532,337
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,"11,172",0,"3,811","14,983","8,684",0,"3,792","12,476","2,488",0,19,"2,507",83.30%,77.70%,-,99.50%,"3,559",0,0,"3,559",289,"3,848",749,129
Y00751,NHS England South East ,East Berks Primary Care Ooh(Wam),0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,"12,369",0,"12,759","25,128","6,453",0,"12,448","18,901","5,916",0,311,"6,227",75.20%,52.20%,-,97.60%,"2,932",0,716,"3,648",360,"4,008","1,691","1,172"
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,"10,997",0,"4,071","15,068","7,720",0,"4,040","11,760","3,277",0,31,"3,308",78.00%,70.20%,-,99.20%,"2,560",0,0,"2,560",553,"3,113",204,19
AQM01,NHS England South East ,Faversham Medical Practice Miu,0,0,"2,934","2,934",0,0,"2,934","2,934",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NDJ,NHS England South East ,First Community Health And Care Cic,0,0,"2,403","2,403",0,0,"2,389","2,389",0,0,14,14,99.40%,-,-,99.40%,0,0,0,0,0,0,0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,"22,763","1,000","12,113","35,876","13,355","1,000","11,867","26,222","9,408",0,246,"9,654",73.10%,58.70%,100.00%,98.00%,"6,537",0,0,"6,537",147,"6,684","1,760",325
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0,0,"2,793","2,793",0,0,"2,729","2,729",0,0,64,64,97.70%,-,-,97.70%,0,0,0,0,124,124,0,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,"10,808",69,"3,531","14,408","6,261",69,"3,377","9,707","4,547",0,154,"4,701",67.40%,57.90%,100.00%,95.60%,"3,517",8,62,"3,587","1,142","4,729",203,17
DJV01,NHS England South East ,Herne Bay Health Care Ltd,0,0,"2,454","2,454",0,0,"2,454","2,454",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,"4,294",300,"1,681","6,275","2,995",300,"1,626","4,921","1,299",0,55,"1,354",78.40%,69.70%,100.00%,96.70%,"1,377",0,0,"1,377",87,"1,464",249,86
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,0,0,"6,480","6,480",0,0,"6,458","6,458",0,0,22,22,99.70%,-,-,99.70%,0,0,0,0,0,0,0,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,"20,965",0,"2,262","23,227","16,711",0,"2,190","18,901","4,254",0,72,"4,326",81.40%,79.70%,-,96.80%,"4,683",0,0,"4,683",672,"5,355",935,96
RPA,NHS England South East ,Medway NHS Foundation Trust,"10,090",0,"7,057","17,147","6,720",0,"6,263","12,983","3,370",0,794,"4,164",75.70%,66.60%,-,88.70%,"1,827",0,0,"1,827",475,"2,302",999,630
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,0,0,"4,426","4,426",0,0,"4,181","4,181",0,0,245,245,94.50%,-,-,94.50%,0,0,0,0,0,0,0,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,"13,799","1,826","3,461","19,086","9,810","1,826","3,369","15,005","3,989",0,92,"4,081",78.60%,71.10%,100.00%,97.30%,"5,469",85,15,"5,569","4,205","9,774",400,3
AQN04,NHS England South East ,Phl Lymington Utc,0,0,"2,999","2,999",0,0,"2,984","2,984",0,0,15,15,99.50%,-,-,99.50%,0,0,0,0,0,0,0,0
RHU,NHS England South East ,Portsmouth Hospitals University NHS Trust,"12,692","1,071","3,697","17,460","7,941","1,053","3,680","12,674","4,751",18,17,"4,786",72.60%,62.60%,98.30%,99.50%,"3,099",0,0,"3,099","2,623","5,722","1,971","1,170"
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,0,0,"4,769","4,769",0,0,"4,662","4,662",0,0,107,107,97.80%,-,-,97.80%,0,0,0,0,0,0,0,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,"5,378","5,378",0,0,"4,983","4,983",0,0,395,395,92.70%,-,-,92.70%,0,0,0,0,0,0,0,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,0,0,"1,342","1,342",0,0,"1,317","1,317",0,0,25,25,98.10%,-,-,98.10%,0,0,5,5,570,575,0,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,"12,107","2,563","2,797","17,467","7,778","2,507","2,797","13,082","4,329",56,0,"4,385",74.90%,64.20%,97.80%,100.00%,"2,275",0,0,"2,275",415,"2,690",637,12
RA2,NHS England South East ,Royal Surrey NHS Foundation Trust,"7,571",0,"1,837","9,408","4,974",0,"1,837","6,811","2,597",0,0,"2,597",72.40%,65.70%,-,100.00%,"2,252",0,0,"2,252","1,194","3,446",429,7
NQT51,NHS England South East ,Station Plaza Health Centre,0,0,856,856,0,0,856,856,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,"10,355",0,0,"10,355","6,439",0,0,"6,439","3,916",0,0,"3,916",62.20%,62.20%,-,-,"3,047",0,0,"3,047",953,"4,000","1,010",441
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,0,0,"11,738","11,738",0,0,"11,607","11,607",0,0,131,131,98.90%,-,-,98.90%,0,0,0,0,0,0,0,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,"11,744","1,270",0,"13,014","7,619","1,181",0,"8,800","4,125",89,0,"4,214",67.60%,64.90%,93.00%,-,"3,720",15,0,"3,735","1,621","5,356",455,13
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,"27,959","1,510","2,146","31,615","16,904","1,445","1,958","20,307","11,055",65,188,"11,308",64.20%,60.50%,95.70%,91.20%,"8,677",32,46,"8,755","1,757","10,512","1,343",589
ACH01,NHS England South East ,Whitstable Medical Practice,0,0,"4,919","4,919",0,0,"4,919","4,919",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NTV0W,NHS England South East ,Woking Walk In Centre,0,0,"2,621","2,621",0,0,"2,551","2,551",0,0,70,70,97.30%,-,-,97.30%,0,0,0,0,0,0,0,0
NQT1I,NHS England South West ,Chippenham Community Hospital,0,0,"1,799","1,799",0,0,"1,778","1,778",0,0,21,21,98.80%,-,-,98.80%,0,0,0,0,0,0,0,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,11,11,67,78,0,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,"5,013",0,"4,092","9,105","3,184",0,"4,090","7,274","1,829",0,2,"1,831",79.90%,63.50%,-,100.00%,"1,903",0,0,"1,903",502,"2,405",283,74
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,1,1,0,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,0,0,"8,097","8,097",0,0,"7,956","7,956",0,0,141,141,98.30%,-,-,98.30%,0,0,0,0,33,33,0,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,"14,045",0,0,"14,045","8,818",0,0,"8,818","5,227",0,0,"5,227",62.80%,62.80%,-,-,"2,963",0,0,"2,963","2,638","5,601",783,281
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,"5,928",0,"5,521","11,449","2,896",0,"4,923","7,819","3,032",0,598,"3,630",68.30%,48.90%,-,89.20%,"2,566",0,0,"2,566","1,215","3,781",958,266
RVJ,NHS England South West ,North Bristol NHS Trust,"9,160",0,0,"9,160","5,918",0,0,"5,918","3,242",0,0,"3,242",64.60%,64.60%,-,-,"2,232",0,0,"2,232","2,421","4,653",767,197
L83087,NHS England South West ,Okehampton Medical Centre,0,0,93,93,0,0,93,93,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,0,0,"1,175","1,175",0,0,"1,166","1,166",0,0,9,9,99.20%,-,-,99.20%,0,0,0,0,0,0,0,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,"6,655",0,"11,805","18,460","3,812",0,"11,320","15,132","2,843",0,485,"3,328",82.00%,57.30%,-,95.90%,"2,320",0,53,"2,373","1,449","3,822","1,019",545
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,"14,213",0,"4,294","18,507","7,767",0,"4,258","12,025","6,446",0,36,"6,482",65.00%,54.60%,-,99.20%,"3,631",0,0,"3,631","1,881","5,512","1,154",180
RD1,NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,"8,897",0,0,"8,897","5,121",0,0,"5,121","3,776",0,0,"3,776",57.60%,57.60%,-,-,"2,728",0,15,"2,743","1,990","4,733","1,083",113
RNZ,NHS England South West ,Salisbury NHS Foundation Trust,"4,983",345,"1,678","7,006","2,685",345,"1,678","4,708","2,298",0,0,"2,298",67.20%,53.90%,100.00%,100.00%,"1,295",0,0,"1,295","1,098","2,393",496,78
NLX,NHS England South West ,Sirona Care & Health,0,0,"9,122","9,122",0,0,"8,791","8,791",0,0,331,331,96.40%,-,-,96.40%,0,0,0,0,0,0,0,0
RH5,NHS England South West ,Somerset NHS Foundation Trust,"12,710",0,"8,427","21,137","6,668",0,"8,300","14,968","6,042",0,127,"6,169",70.80%,52.50%,-,98.50%,"3,119",0,0,"3,119","1,711","4,830",305,100
RYF,NHS England South West ,South Western Ambulance Service NHS Foundation Trust,0,0,"1,895","1,895",0,0,"1,854","1,854",0,0,41,41,97.80%,-,-,97.80%,0,0,0,0,0,0,0,0
AAH,NHS England South West ,Tetbury Hospital Trust Ltd,0,0,593,593,0,0,593,593,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RA9,NHS England South West ,Torbay And South Devon NHS Foundation Trust,"7,060",0,"3,463","10,523","3,726",0,"3,460","7,186","3,334",0,3,"3,337",68.30%,52.80%,-,99.90%,"2,271",0,0,"2,271","1,233","3,504",333,78
G3P9C,NHS England South West ,Trowbridge Minor Injuries Unit,0,0,936,936,0,0,929,929,0,0,7,7,99.30%,-,-,99.30%,0,0,0,0,0,0,0,0
RA7,NHS England South West ,University Hospitals Bristol And Weston NHS Foundation Trust,"15,522","2,421",0,"17,943","10,229","2,284",0,"12,513","5,293",137,0,"5,430",69.70%,65.90%,94.30%,-,"5,045",9,0,"5,054","1,441","6,495","1,240",213
R0D,NHS England South West ,University Hospitals Dorset NHS Foundation Trust,"13,867",0,"4,973","18,840","8,329",0,"4,973","13,302","5,538",0,0,"5,538",70.60%,60.10%,-,100.00%,"4,186",2,0,"4,188","2,521","6,709","1,105",169
RK9,NHS England South West ,University Hospitals Plymouth NHS Trust,"8,381",123,"7,353","15,857","3,445",119,"7,272","10,836","4,936",4,81,"5,021",68.30%,41.10%,96.70%,98.90%,"2,885",0,0,"2,885","1,751","4,636","1,205",667
